ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice
60,3,80.0,10240,1,1,2,1,1,2,1,NridgHt,1,1,1,2,8,5,2005,2005,2,1,3,3,1,178.0,4,3,2,4,3,2,1,0.0,1,0.0,1030.0,1030.0,1,4,1,2,1038,1060,0,2098,0.0,0.0,2,1,3,1,5,8,2,1,4,5,2005.0,2,3.0,878.0,3,3,2,192,52,0,0,0,0,0,0,0,0,3,2006,WD ,275500
60,3,68.0,10762,1,1,1,1,1,1,1,1,1,1,1,2,7,5,1999,1999,2,1,3,3,2,344.0,4,3,2,4,3,1,6,694.0,1,0.0,284.0,978.0,1,5,1,2,1005,978,0,1983,0.0,0.0,2,1,3,1,4,9,2,1,3,5,1999.0,3,2.0,490.0,3,3,2,0,0,0,0,0,0,0,0,0,0,5,2009,WD ,225000
80,3,80.0,8000,1,1,2,1,1,2,1,0,1,1,1,0,5,5,1959,1959,2,1,0,1,2,0.0,3,3,2,4,3,3,6,433.0,3,95.0,0.0,528.0,1,3,1,2,1183,0,0,1183,1.0,0.0,1,0,3,1,3,6,2,0,0,5,1959.0,2,1.0,288.0,3,3,2,0,0,0,0,0,0,0,2,0,0,7,2009,WD ,138000
160,2,21.0,1680,1,1,2,1,1,2,1,0,1,1,0,2,6,5,1971,1971,2,1,2,0,1,381.0,3,3,2,3,3,1,1,0.0,1,0.0,525.0,525.0,1,3,1,2,525,567,0,1092,0.0,0.0,1,1,3,1,3,6,2,0,0,1,1971.0,1,1.0,264.0,3,3,2,0,0,0,0,0,0,0,0,0,0,3,2010,WD ,88000
60,3,105.0,13693,1,1,2,1,1,2,1,NridgHt,1,1,1,2,9,5,2006,2006,1,1,3,3,1,772.0,5,3,2,4,3,3,1,0.0,1,0.0,2153.0,2153.0,1,5,1,2,2069,574,0,2643,0.0,0.0,2,1,3,1,5,9,2,1,4,3,2006.0,3,3.0,694.0,3,3,2,414,84,0,0,0,0,0,0,0,0,3,2007,WD ,380000
20,2,85.0,10625,1,1,2,1,1,2,1,1,1,1,1,2,8,5,2007,2007,2,1,3,3,1,292.0,4,3,2,4,3,3,1,0.0,1,0.0,1660.0,1660.0,1,5,1,2,1660,0,0,1660,0.0,0.0,2,0,3,1,4,7,2,1,4,5,2007.0,3,3.0,660.0,3,3,2,133,120,0,0,0,0,0,0,0,0,6,2008,WD ,256000
20,3,60.0,7200,1,1,2,1,1,1,1,0,1,1,1,2,5,7,1951,2000,2,1,1,1,2,0.0,3,3,2,3,3,2,4,234.0,3,486.0,180.0,900.0,1,3,1,2,900,0,0,900,0.0,1.0,1,0,3,1,4,5,2,0,0,1,2005.0,1,2.0,576.0,3,3,2,222,32,0,0,0,0,0,0,0,0,5,2010,WD ,134800
160,2,24.0,1612,1,1,2,1,1,2,1,1,1,1,0,2,6,6,1980,1980,2,1,2,2,2,0.0,3,3,2,4,3,1,1,0.0,1,0.0,561.0,561.0,1,3,1,2,561,668,0,1229,0.0,0.0,1,1,2,1,3,5,2,1,3,5,1980.0,3,2.0,462.0,3,3,2,154,0,0,0,0,0,0,3,0,0,7,2009,WD ,121000
60,2,84.0,10207,1,1,2,1,1,2,1,1,1,1,1,2,7,6,2007,2007,2,1,3,3,2,0.0,4,3,2,4,3,1,1,0.0,1,0.0,874.0,874.0,1,5,1,2,874,887,0,1761,0.0,0.0,3,0,3,1,4,7,2,0,0,5,2007.0,3,2.0,578.0,3,3,2,144,105,0,0,0,0,0,0,0,0,8,2007,0,227875
20,3,64.0,10475,1,1,1,1,1,1,1,1,1,1,1,2,8,5,2008,2008,2,1,3,3,0,72.0,4,3,2,4,3,3,1,0.0,1,0.0,1694.0,1694.0,1,5,1,2,1694,0,0,1694,0.0,0.0,2,0,3,1,4,7,2,0,0,5,2008.0,2,3.0,776.0,3,3,2,160,33,0,0,0,0,0,0,0,0,2,2010,WD ,245350
90,2,33.0,5976,1,1,2,1,1,2,1,0,1,1,0,2,5,7,1920,1950,1,1,1,1,2,0.0,3,3,2,3,3,1,1,0.0,1,0.0,624.0,624.0,1,4,0,1,624,624,0,1248,0.0,0.0,2,0,2,2,3,8,2,0,0,0,1980.0,0,0.0,0.0,0,0,0,0,130,256,0,0,0,0,0,0,0,12,2006,WD ,93500
30,3,85.0,10625,1,1,2,1,1,1,1,0,1,1,1,2,5,5,1920,1950,2,1,1,1,2,0.0,3,3,1,3,3,1,5,108.0,1,0.0,350.0,458.0,1,2,0,2,835,0,0,835,0.0,0.0,1,0,2,1,3,5,2,0,0,4,1920.0,1,1.0,366.0,2,3,2,0,0,77,0,0,0,0,0,1,400,5,2010,0,83000
60,3,68.0,53107,1,1,0,0,1,1,0,1,0,1,1,2,6,5,1992,1992,2,1,2,2,2,0.0,4,3,2,4,3,3,6,985.0,1,0.0,595.0,1580.0,1,5,1,2,1079,874,0,1953,1.0,0.0,2,1,3,1,4,9,2,2,2,5,1992.0,3,2.0,501.0,3,3,2,216,231,0,0,0,0,0,0,0,0,6,2007,WD ,240000
45,2,40.0,5680,1,0,2,1,1,2,1,0,1,1,1,1,5,4,1901,1950,2,1,0,0,2,0.0,3,3,2,3,3,1,1,0.0,1,0.0,592.0,592.0,1,3,0,1,933,240,0,1173,0.0,0.0,2,0,3,1,3,7,2,0,0,1,1920.0,1,1.0,240.0,3,2,2,0,25,77,0,0,0,0,3,0,0,9,2007,WD ,113000
20,3,66.0,12400,1,1,1,1,1,2,1,0,0,1,1,2,6,7,1958,1998,1,1,1,1,1,176.0,3,3,2,3,2,1,3,585.0,1,0.0,630.0,1215.0,1,3,1,1,1215,0,0,1215,0.0,0.0,1,0,3,1,3,6,2,0,0,5,1958.0,1,1.0,297.0,3,3,2,0,0,0,0,234,0,0,0,0,0,6,2009,WD ,155000
20,3,65.0,6768,1,1,1,1,1,2,1,0,0,1,1,2,6,8,1961,1996,1,1,2,2,2,0.0,3,4,2,3,3,2,6,832.0,1,0.0,80.0,912.0,1,4,1,2,912,0,0,912,1.0,1.0,1,0,3,1,4,5,2,0,0,1,1962.0,1,1.0,288.0,3,3,2,168,0,0,0,0,0,0,4,0,0,5,2008,WD ,142000
45,2,50.0,6000,1,1,2,1,1,2,1,0,1,1,1,0,6,7,1926,2004,2,1,1,1,2,0.0,4,3,2,3,3,1,1,0.0,1,0.0,884.0,884.0,1,4,1,2,904,0,0,904,0.0,0.0,1,0,2,1,3,4,2,0,0,1,1926.0,1,1.0,180.0,3,3,2,0,0,105,0,0,0,0,0,0,0,1,2009,WD ,119000
50,3,75.0,12508,1,1,1,1,1,2,1,0,1,1,1,1,6,7,1940,1985,2,1,3,3,2,0.0,3,3,2,4,3,2,5,660.0,1,0.0,323.0,983.0,1,5,1,2,983,767,0,1750,1.0,0.0,2,0,4,1,3,7,1,0,0,5,1989.0,1,1.0,423.0,3,3,2,245,0,156,0,0,0,0,0,1,1300,7,2008,WD ,160000
60,3,62.0,7415,1,1,1,1,1,2,1,1,1,1,1,2,6,5,2004,2004,2,1,3,3,2,0.0,3,3,2,3,3,1,6,759.0,1,0.0,80.0,839.0,1,5,1,2,864,729,0,1593,1.0,0.0,2,1,3,1,3,8,2,1,3,5,2004.0,3,2.0,398.0,3,3,2,100,75,0,0,0,0,0,0,0,0,4,2008,WD ,193000
60,3,88.0,11762,1,1,2,1,1,2,1,2,1,1,1,2,8,5,1992,1993,2,1,3,3,1,309.0,4,3,2,5,3,1,6,335.0,1,0.0,770.0,1105.0,1,5,1,2,1105,1097,0,2202,1.0,0.0,2,1,4,1,4,9,2,1,3,5,1992.0,2,2.0,517.0,3,3,2,0,65,0,0,144,0,0,0,0,0,9,2007,WD ,263000
20,3,65.0,8767,1,1,1,1,1,2,1,1,1,1,1,2,7,5,2005,2005,2,1,3,3,2,0.0,4,3,2,4,3,3,6,24.0,1,0.0,1286.0,1310.0,1,5,1,2,1310,0,0,1310,0.0,0.0,2,0,3,1,4,6,2,1,4,5,2005.0,3,2.0,400.0,3,3,2,0,0,0,0,0,0,0,0,0,0,7,2006,0,164990
20,3,60.0,8190,1,1,2,1,1,2,1,0,1,1,1,2,4,6,1954,1954,1,1,1,1,2,0.0,3,3,2,3,3,1,3,732.0,1,0.0,216.0,948.0,1,5,1,2,948,0,0,948,1.0,0.0,1,0,3,1,3,5,2,1,3,1,1956.0,1,1.0,280.0,3,3,2,0,36,0,0,0,0,0,0,0,0,10,2007,WD ,119000
20,2,75.0,7500,1,1,2,1,1,2,1,1,1,1,1,2,8,5,2006,2007,2,1,3,3,0,238.0,4,3,2,4,3,1,6,24.0,1,0.0,1348.0,1372.0,1,5,1,2,1448,0,0,1448,0.0,0.0,2,0,2,1,4,6,2,1,4,5,2006.0,2,2.0,692.0,3,3,2,0,140,0,0,0,0,0,0,0,0,6,2009,WD ,238500
20,3,62.0,70761,1,1,1,0,1,2,0,1,1,1,1,2,7,5,1975,1975,2,0,1,1,2,0.0,3,3,2,4,3,4,5,655.0,1,0.0,878.0,1533.0,1,3,1,2,1533,0,0,1533,1.0,0.0,2,0,2,1,4,5,2,2,3,5,1975.0,1,2.0,576.0,3,3,2,200,54,0,0,0,0,0,0,0,0,12,2006,WD ,280000
120,2,32.0,3784,1,0,1,1,1,2,1,1,1,1,1,2,8,5,2006,2007,2,1,3,3,0,36.0,4,3,2,4,3,1,6,60.0,1,0.0,1451.0,1511.0,1,5,1,2,1565,0,0,1565,1.0,0.0,2,0,2,1,4,5,2,0,0,5,2006.0,3,2.0,476.0,3,3,2,0,120,0,0,0,0,0,0,0,0,2,2007,0,193800
120,2,44.0,4224,1,1,2,1,1,2,1,0,1,1,1,2,5,7,1976,1976,2,1,0,CmentBd,2,0.0,3,3,2,4,3,1,6,840.0,1,0.0,200.0,1040.0,1,3,1,2,1060,0,0,1060,1.0,0.0,1,0,3,1,3,6,2,1,3,5,1976.0,1,2.0,572.0,3,3,2,100,110,0,0,0,0,0,0,0,0,6,2007,WD ,129900
20,3,57.0,9245,1,1,0,1,1,2,1,1,1,1,1,2,5,5,1994,1995,2,1,3,3,2,0.0,3,3,2,4,3,1,6,686.0,1,0.0,304.0,990.0,1,5,1,2,990,0,0,990,0.0,1.0,1,0,3,1,3,5,2,0,0,1,1996.0,1,2.0,672.0,3,3,2,0,0,0,0,0,0,0,0,0,0,2,2008,WD ,145000
20,3,68.0,14781,1,1,0,1,1,1,1,1,1,1,1,2,8,5,2001,2002,1,1,3,3,1,178.0,4,3,2,4,3,4,1,0.0,1,0.0,1753.0,1753.0,1,5,1,2,1787,0,0,1787,0.0,0.0,2,0,3,1,4,7,2,1,3,5,2001.0,2,3.0,748.0,3,3,2,198,150,0,0,0,0,0,0,0,0,8,2006,WD ,275000
90,3,60.0,8544,1,1,2,1,1,1,1,0,1,1,0,2,3,4,1950,1950,2,1,0,0,2,0.0,3,3,0,0,0,1,0,0.0,0,0.0,0.0,0.0,0,2,0,0,1040,0,0,1040,0.0,0.0,2,0,2,2,3,6,2,0,0,1,1950.0,1,2.0,400.0,3,2,2,0,0,0,0,0,0,0,0,0,0,12,2006,WD ,81400
20,3,62.0,7440,1,1,2,1,1,2,1,0,1,1,1,2,5,6,1954,1954,2,1,1,1,2,0.0,3,3,2,4,3,1,4,173.0,1,0.0,916.0,1089.0,0,3,1,2,1089,0,0,1089,1.0,0.0,1,0,3,1,3,5,2,1,4,1,1954.0,2,1.0,252.0,3,3,1,328,0,0,0,0,0,0,3,0,0,9,2009,WD ,125000
30,2,62.0,7404,1,1,2,1,1,1,1,0,1,1,1,2,4,6,1920,1950,2,1,2,2,2,0.0,3,3,1,2,3,1,1,0.0,1,0.0,861.0,861.0,1,3,1,2,861,0,0,861,0.0,0.0,1,0,2,1,3,5,2,0,0,1,1920.0,1,2.0,288.0,3,3,0,0,0,128,0,0,0,0,0,0,0,11,2009,0,80000
30,3,67.0,4853,1,1,2,0,1,2,1,0,0,1,1,2,5,6,1924,1999,2,1,2,3,1,203.0,3,3,1,3,3,2,3,133.0,1,0.0,974.0,1107.0,1,2,0,1,1296,0,0,1296,0.0,0.0,2,0,2,1,2,5,2,1,4,1,1979.0,1,1.0,260.0,3,3,2,0,0,36,0,0,0,0,3,0,0,5,2010,WD ,104000
20,3,59.0,10593,1,1,1,1,1,2,1,2,1,1,1,2,7,5,1996,1996,1,1,3,3,1,338.0,4,3,2,4,3,1,6,919.0,1,0.0,801.0,1720.0,1,5,1,2,1720,0,0,1720,1.0,0.0,2,0,3,1,4,7,2,1,3,5,1996.0,3,2.0,527.0,3,3,2,240,56,154,0,0,0,0,0,0,0,3,2010,WD ,260400
60,3,78.0,12090,1,1,2,1,1,2,1,1,1,1,1,2,7,7,1981,2003,2,1,2,2,1,306.0,4,3,2,4,3,1,5,321.0,1,0.0,404.0,725.0,1,5,1,2,725,754,0,1479,0.0,0.0,2,1,3,1,4,6,2,1,3,5,1981.0,2,2.0,484.0,3,3,2,167,72,0,0,0,0,0,0,0,0,3,2007,WD ,176000
20,3,68.0,11677,1,1,1,1,1,2,1,0,1,1,1,2,5,4,1966,1966,2,1,2,2,1,442.0,3,3,2,3,3,3,3,249.0,4,761.0,30.0,1040.0,1,3,1,2,1040,0,0,1040,1.0,0.0,1,0,3,1,3,6,2,0,0,5,1966.0,2,1.0,264.0,3,3,2,0,90,0,0,0,0,0,3,0,0,2,2007,WD ,123000
60,3,68.0,11000,1,1,2,1,1,0,1,2,1,1,1,2,9,5,2000,2000,1,1,3,3,1,295.0,4,3,2,5,3,2,1,0.0,1,0.0,1519.0,1519.0,1,5,1,2,1533,639,0,2172,0.0,0.0,2,1,4,1,5,8,2,1,3,3,2000.0,2,3.0,687.0,3,3,2,162,153,0,0,0,0,0,0,0,0,6,2008,WD ,291000
20,3,50.0,8000,1,1,2,1,1,2,1,0,1,1,1,2,6,6,1948,2002,2,1,3,3,2,0.0,3,4,2,3,3,1,5,680.0,1,0.0,292.0,972.0,1,5,1,2,972,0,0,972,1.0,0.0,1,0,2,1,3,5,2,1,4,1,1948.0,1,1.0,240.0,3,3,2,0,0,0,0,0,0,0,0,0,0,5,2009,WD ,132000
60,3,51.0,8029,1,1,1,1,1,2,1,1,1,1,1,2,6,5,2005,2005,2,1,3,3,2,0.0,3,3,2,4,3,1,1,0.0,1,0.0,728.0,728.0,1,5,1,2,728,728,0,1456,0.0,0.0,2,1,3,1,4,8,2,0,0,5,2005.0,3,2.0,400.0,3,3,2,100,24,0,0,0,0,0,0,0,0,7,2008,WD ,176000
20,3,68.0,13495,1,1,1,1,1,1,1,0,1,1,1,2,5,6,1956,1956,2,1,1,1,1,70.0,3,4,2,3,3,1,4,625.0,2,201.0,222.0,1048.0,1,2,1,2,1728,0,0,1728,1.0,0.0,2,0,3,1,3,7,1,1,4,1,1956.0,1,2.0,576.0,3,3,2,0,99,0,0,0,0,0,0,0,0,7,2009,WD ,177625
50,3,60.0,9738,1,1,2,1,1,2,1,0,1,1,1,1,5,7,1924,1950,2,1,0,0,2,0.0,3,4,1,3,3,1,4,392.0,1,0.0,392.0,784.0,1,4,1,2,949,272,0,1221,1.0,0.0,1,0,4,1,3,7,2,0,0,5,1965.0,1,1.0,392.0,3,3,2,0,0,236,0,0,0,0,0,0,0,3,2006,WD ,104900
60,3,68.0,9272,1,1,1,1,1,2,1,1,1,1,1,2,7,5,1999,1999,2,1,3,3,2,0.0,4,3,2,4,3,1,6,500.0,1,0.0,342.0,842.0,1,5,1,2,856,893,0,1749,0.0,0.0,2,1,3,1,4,7,2,0,0,5,1999.0,2,2.0,515.0,3,3,2,140,85,0,0,0,0,0,0,0,0,6,2006,WD ,196000
120,3,48.0,7841,1,1,1,1,1,2,1,NridgHt,1,1,1,2,9,5,2005,2005,1,1,2,2,1,394.0,5,3,2,5,3,1,6,848.0,1,0.0,729.0,1577.0,1,5,1,2,1577,0,0,1577,1.0,0.0,2,0,2,1,5,6,2,1,4,5,2005.0,2,2.0,564.0,3,3,2,203,39,0,0,0,0,0,0,0,0,5,2007,WD ,280000
80,3,68.0,8530,1,1,1,1,1,2,1,1,1,1,1,0,7,5,1995,1996,2,1,2,2,1,22.0,3,3,2,4,3,1,1,0.0,1,0.0,384.0,384.0,1,4,1,2,804,670,0,1474,0.0,0.0,2,1,3,1,3,7,2,1,3,3,1995.0,3,2.0,400.0,3,3,2,120,72,0,0,0,0,0,0,1,700,5,2009,WD ,168500
60,3,68.0,13041,1,1,0,1,1,2,1,1,1,1,1,2,6,5,1995,1995,2,1,2,2,2,0.0,3,3,2,4,3,1,1,0.0,1,0.0,781.0,781.0,1,4,1,2,781,890,0,1671,0.0,0.0,2,1,3,1,3,7,2,1,3,5,1995.0,3,2.0,423.0,3,3,2,0,84,0,0,0,0,0,0,0,0,2,2006,WD ,170000
20,3,200.0,43500,1,1,2,1,1,2,1,0,0,1,1,2,3,5,1953,1953,2,1,2,2,2,0.0,3,3,2,0,0,1,0,0.0,0,0.0,0.0,0.0,1,5,1,2,2034,0,0,2034,0.0,0.0,1,0,2,1,3,9,1,0,0,6,1953.0,2,4.0,1041.0,3,3,0,483,266,0,0,0,561,3,4,0,0,6,2007,WD ,130000
50,2,52.0,6240,1,1,2,1,1,2,1,0,1,1,1,1,7,5,1939,1950,2,1,1,1,2,0.0,3,3,1,3,3,2,3,300.0,2,240.0,449.0,989.0,1,3,1,2,1245,764,0,2009,0.0,0.0,2,0,4,1,3,7,1,1,4,1,1939.0,1,2.0,400.0,3,3,2,0,20,0,0,0,0,0,3,0,0,1,2008,WD ,150000
20,3,95.0,13015,1,1,2,1,1,1,1,1,1,1,1,2,5,6,1996,1996,2,1,3,3,2,0.0,3,4,2,4,3,1,1,0.0,1,0.0,1100.0,1100.0,1,5,1,2,1100,0,0,1100,0.0,0.0,1,1,3,1,3,5,2,0,0,5,1996.0,2,2.0,462.0,3,3,2,0,0,0,0,0,0,0,0,0,0,6,2006,WD ,145000
90,3,63.0,9297,1,1,2,1,1,2,1,0,1,1,0,2,5,5,1976,1976,2,1,1,1,2,0.0,3,3,2,3,3,1,5,1606.0,1,0.0,122.0,1728.0,1,3,1,2,1728,0,0,1728,2.0,0.0,2,0,4,2,3,8,2,0,0,1,1976.0,1,2.0,560.0,3,3,2,0,0,0,0,0,0,0,0,0,0,7,2006,WD ,188000
60,3,57.0,8773,1,1,1,0,1,2,1,1,1,1,1,2,6,5,1997,1997,2,1,3,3,2,0.0,3,3,2,4,3,3,1,0.0,1,0.0,916.0,916.0,1,4,1,2,916,684,0,1600,0.0,0.0,2,1,3,1,3,7,2,1,3,5,1997.0,3,2.0,460.0,3,3,2,100,38,0,0,0,0,0,0,0,0,8,2007,WD ,169000
20,3,74.0,8536,1,1,2,1,1,1,1,0,1,1,1,2,5,5,2006,2007,2,1,3,3,2,0.0,3,3,2,4,3,1,1,0.0,1,0.0,1125.0,1125.0,1,4,1,2,1125,0,0,1125,0.0,0.0,1,1,2,1,3,5,2,0,0,5,2007.0,1,2.0,430.0,3,3,2,80,64,0,0,0,0,0,0,0,0,4,2007,0,155000
120,2,59.0,4282,1,0,0,1,1,2,1,1,1,1,1,2,7,5,2004,2004,2,1,2,2,2,0.0,4,3,2,4,3,2,6,16.0,1,0.0,1375.0,1391.0,1,5,1,2,1391,0,0,1391,0.0,0.0,2,0,2,1,4,5,2,0,0,5,2004.0,2,2.0,530.0,3,3,2,156,158,0,0,0,0,0,0,0,0,7,2008,WD ,196000
60,3,68.0,8740,1,1,1,1,1,2,1,1,1,1,1,2,7,5,2002,2002,2,1,3,3,2,0.0,4,3,2,4,3,1,6,574.0,1,0.0,280.0,854.0,1,5,1,2,864,1131,0,1995,0.0,0.0,2,1,4,1,4,8,2,1,4,3,2002.0,3,2.0,435.0,3,3,2,264,48,0,0,0,0,0,0,0,0,7,2007,WD ,219500
60,3,65.0,10237,1,1,2,1,1,2,1,1,0,1,1,2,6,5,2005,2006,2,1,3,3,2,0.0,4,3,2,4,3,1,1,0.0,1,0.0,728.0,728.0,1,5,1,2,728,728,0,1456,0.0,0.0,2,1,3,1,4,8,2,1,4,5,2005.0,3,2.0,390.0,3,3,2,0,24,0,0,0,0,0,0,0,0,2,2006,0,170440
60,3,75.0,7950,1,1,1,0,1,1,1,0,1,1,1,2,6,6,1977,1977,1,1,2,1,1,140.0,3,3,2,3,3,1,4,535.0,1,0.0,155.0,690.0,1,3,1,2,698,728,0,1426,0.0,0.0,1,1,3,1,3,6,2,0,0,5,1977.0,3,2.0,440.0,3,3,2,252,0,0,0,0,0,0,3,0,0,7,2009,WD ,159500
20,3,128.0,39290,1,1,1,0,1,2,1,0,1,1,1,2,10,5,2008,2009,1,1,0,CmentBd,0,1224.0,5,3,2,5,3,4,6,4010.0,1,0.0,1085.0,5095.0,1,5,1,2,5095,0,0,5095,1.0,1.0,2,1,2,1,5,15,2,2,4,5,2008.0,3,3.0,1154.0,3,3,2,546,484,0,0,0,0,0,0,1,17000,10,2007,0,183850
20,3,80.0,10400,1,1,2,1,1,2,1,1,1,1,1,2,7,6,1970,1970,1,1,1,1,1,288.0,3,3,2,3,3,1,1,0.0,1,0.0,1304.0,1304.0,1,4,1,2,1682,0,0,1682,0.0,0.0,2,0,3,1,3,7,2,1,4,5,1970.0,1,2.0,530.0,3,3,2,98,0,0,0,0,0,0,3,0,0,5,2008,WD ,174000
20,3,85.0,10628,1,1,2,1,1,2,1,0,1,1,1,2,7,5,1970,1970,0,0,1,1,2,0.0,3,4,2,3,4,4,6,778.0,1,0.0,499.0,1277.0,1,3,1,2,1277,0,0,1277,1.0,0.0,1,0,2,1,3,5,2,1,1,5,1970.0,1,2.0,526.0,3,3,2,0,0,0,0,176,0,0,2,0,0,4,2007,WD ,167000
160,3,24.0,2280,1,1,2,1,1,0,1,1,1,1,0,2,6,6,1976,1976,2,1,1,Brk Cmn,2,0.0,3,3,2,4,3,1,5,566.0,1,0.0,289.0,855.0,1,3,1,2,855,601,0,1456,0.0,0.0,2,1,3,1,3,7,2,1,3,5,1976.0,1,2.0,440.0,3,3,2,87,0,0,0,0,0,0,0,0,0,7,2009,WD ,148500
90,3,64.0,7018,1,1,2,1,1,2,1,0,0,1,0,2,5,5,1979,1979,2,1,2,2,2,0.0,3,3,0,0,0,1,0,0.0,0,0.0,0.0,0.0,1,3,1,2,1114,1114,0,2228,0.0,0.0,2,0,6,2,3,8,2,0,0,1,1979.0,1,2.0,720.0,3,3,2,73,0,0,0,0,0,0,0,0,0,6,2009,WD ,147983
160,3,75.0,10762,1,1,2,1,1,1,1,0,1,1,1,2,6,6,1980,1980,2,1,1,1,2,0.0,3,3,2,4,3,1,1,0.0,1,0.0,626.0,626.0,1,3,1,2,626,591,0,1217,0.0,0.0,1,1,3,1,3,6,2,1,3,5,1980.0,2,1.0,288.0,3,3,2,0,28,0,0,0,0,0,0,0,0,4,2009,WD ,120000
20,3,60.0,7024,1,1,2,1,1,2,1,0,1,1,1,2,5,5,2005,2006,2,1,3,3,2,0.0,3,3,2,5,4,1,5,980.0,1,0.0,110.0,1090.0,1,4,1,2,1090,0,0,1090,1.0,0.0,1,1,2,1,3,5,2,0,0,5,2005.0,3,2.0,450.0,3,3,2,0,49,0,0,0,0,0,0,0,0,6,2007,WD ,157000
50,3,50.0,7585,1,1,2,1,1,2,1,0,0,1,1,1,5,3,1948,1950,2,1,2,2,2,0.0,3,3,2,2,2,2,1,0.0,1,0.0,810.0,810.0,1,2,1,1,1002,454,0,1456,1.0,1.0,1,0,4,1,3,7,2,1,3,1,1954.0,1,1.0,280.0,3,3,1,0,0,0,0,0,0,0,0,0,0,8,2006,WD ,91500
30,3,67.0,8777,1,1,2,1,1,2,1,0,0,1,1,2,5,7,1910,1950,2,1,2,1,2,0.0,3,3,2,2,3,1,1,0.0,1,0.0,796.0,796.0,1,4,1,1,796,0,0,796,0.0,0.0,1,0,2,1,3,4,2,0,0,0,1980.0,0,0.0,0.0,0,0,1,328,0,164,0,0,0,0,3,0,0,5,2008,WD ,85000
20,3,70.0,9170,1,1,2,1,1,1,1,0,0,1,1,2,5,7,1965,1965,1,1,2,2,2,0.0,3,3,2,3,3,1,5,698.0,6,96.0,420.0,1214.0,1,5,1,2,1214,0,0,1214,1.0,0.0,1,0,2,1,3,6,2,0,0,1,1965.0,1,2.0,461.0,2,2,2,0,0,184,0,0,0,0,4,1,400,4,2007,WD ,140000
20,3,66.0,7742,1,1,2,1,1,2,1,0,1,1,1,2,5,7,1966,1966,2,1,2,2,2,0.0,3,3,2,3,3,1,4,763.0,1,0.0,192.0,955.0,1,5,1,2,955,0,0,955,1.0,0.0,1,0,3,1,3,6,2,0,0,5,1966.0,1,1.0,386.0,3,3,2,0,0,0,0,0,0,0,3,0,0,1,2007,WD ,127000
60,2,64.0,8791,1,1,1,1,1,2,1,1,1,1,1,2,6,5,2003,2003,2,1,3,3,2,0.0,4,3,2,4,3,1,3,503.0,1,0.0,361.0,864.0,1,5,1,2,864,864,0,1728,0.0,0.0,2,1,3,1,4,7,2,0,0,5,2003.0,2,2.0,673.0,3,3,2,216,56,0,0,0,0,0,0,0,0,5,2008,WD ,207500
75,3,60.0,19800,1,1,2,1,1,2,1,0,1,1,1,0,6,8,1935,1990,2,1,0,1,2,0.0,3,3,1,3,3,1,3,425.0,1,0.0,1411.0,1836.0,1,4,1,2,1836,1836,0,3672,0.0,0.0,3,1,5,1,4,7,2,2,4,1,1993.0,1,2.0,836.0,3,3,2,684,80,32,0,0,0,0,0,0,0,12,2006,WD ,415000
20,3,90.0,13339,1,1,1,1,1,2,1,0,1,1,1,2,6,6,1960,1960,2,1,2,1,0,132.0,3,3,2,3,3,1,2,65.0,4,875.0,621.0,1561.0,1,3,1,2,1561,0,0,1561,1.0,0.0,2,0,3,1,3,6,2,1,4,5,1960.0,3,2.0,463.0,3,3,2,0,148,0,0,120,0,0,0,0,0,5,2009,WD ,193000
60,3,65.0,8125,1,1,2,1,1,2,1,1,1,1,1,2,6,5,1994,1995,2,1,2,2,2,0.0,3,3,2,4,3,1,1,0.0,1,0.0,702.0,702.0,1,4,1,2,702,779,0,1481,0.0,0.0,2,1,3,1,3,6,2,1,3,5,1994.0,3,2.0,343.0,3,3,2,0,36,0,0,0,0,0,0,0,0,3,2009,WD ,174000
60,3,78.0,11419,1,1,2,1,1,1,1,0,0,1,1,2,7,7,1948,1999,2,1,0,Wd Shng,2,0.0,3,3,2,3,3,2,5,699.0,1,0.0,0.0,699.0,1,5,1,1,801,726,0,1527,1.0,0.0,1,1,3,1,3,6,2,1,4,5,1948.0,1,2.0,410.0,3,3,2,0,0,134,0,0,0,0,2,0,0,12,2009,WD ,152500
