,lot_area,utilities,overall_qual,overall_cond,year_built,year_remod/add,exter_qual,exter_cond,bsmt_qual,bsmt_cond,total_bsmt_sf,heating,heating_qc,1st_flr_sf,2nd_flr_sf,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,condition_1_Feedr,condition_1_Norm,condition_1_PosA,condition_1_PosN,condition_1_RRAe,condition_1_RRAn,condition_1_RRNe,condition_1_RRNn,total_sf,saleprice
1543,10625,1,7,5,5,5,4,3,4,3,1026.0,1,5,1026,932,2,1,3,1,4,9,0,1,0,0,0,0,0,0,2984.0,250000
1544,1470,1,4,6,40,40,3,3,4,3,630.0,1,3,630,0,1,0,1,1,3,3,0,1,0,0,0,0,0,0,1260.0,73000
1545,9000,1,5,5,36,36,3,3,4,3,896.0,1,3,896,896,2,2,4,2,3,8,0,1,0,0,0,0,0,0,2688.0,136000
1546,5911,1,9,5,5,5,5,3,5,3,1560.0,1,5,1565,0,2,0,2,1,5,6,0,1,0,0,0,0,0,0,3125.0,282500
1547,8987,1,8,5,5,4,4,3,4,3,1595.0,1,5,1595,0,2,0,2,1,4,6,0,1,0,0,0,0,0,0,3190.0,221500
1548,17871,1,4,5,15,14,3,3,4,3,1680.0,1,4,1680,0,2,0,4,1,4,7,0,1,0,0,0,0,0,0,3360.0,170000
1549,11500,1,6,4,43,43,2,3,3,2,1040.0,1,4,1040,0,1,0,3,1,3,6,0,1,0,0,0,0,0,0,2080.0,163000
1550,12257,1,8,5,15,15,4,3,4,3,1318.0,1,5,1328,1203,2,1,4,1,4,9,0,1,0,0,0,0,0,0,3849.0,290000
1551,9044,1,8,5,14,13,4,4,4,3,1325.0,1,5,1335,1203,2,1,4,1,4,8,0,1,0,0,0,0,0,0,3863.0,330000
1552,1680,1,6,5,37,37,3,3,3,3,483.0,1,3,483,504,1,1,2,1,3,5,0,1,0,0,0,0,0,0,1470.0,111000
1553,9468,1,6,5,11,11,3,3,4,3,840.0,1,5,840,915,2,1,3,1,3,7,0,1,0,0,0,0,0,0,2595.0,214000
1554,9373,1,5,6,57,57,3,3,3,3,1152.0,1,3,1152,0,1,1,3,1,3,6,0,1,0,0,0,0,0,0,2304.0,137500
1555,7000,1,7,5,7,7,4,3,4,3,926.0,1,5,1016,868,2,1,3,1,5,7,0,1,0,0,0,0,0,0,2810.0,240900
1556,10186,1,7,5,18,18,4,3,4,3,750.0,1,5,1061,862,2,1,3,1,4,8,0,1,0,0,0,0,0,0,2673.0,190000
1557,11664,1,7,5,8,8,4,3,4,3,1569.0,1,5,1611,0,2,0,3,1,4,6,0,1,0,0,0,0,0,0,3180.0,250000
1558,10768,1,5,8,34,6,4,4,4,3,1437.0,1,3,1437,0,2,0,3,1,4,6,0,1,0,0,0,0,0,0,2874.0,218000
1559,10530,1,7,6,17,17,4,3,4,3,1148.0,1,5,1091,984,2,1,3,1,4,8,0,1,0,0,0,0,0,0,3223.0,255000
1560,14859,1,7,5,4,4,4,3,4,3,1670.0,1,5,1670,0,2,0,3,1,4,7,0,1,0,0,0,0,0,0,3340.0,240000
1561,10481,1,8,5,4,3,4,3,4,3,2140.0,1,5,2140,0,2,1,3,1,4,8,0,1,0,0,0,0,0,0,4280.0,360000
1562,9350,1,5,8,45,11,3,4,3,3,1219.0,1,4,1265,0,2,0,3,1,4,6,0,1,0,0,0,0,0,0,2484.0,179900
1563,18030,1,5,6,64,16,3,3,3,3,1598.0,1,3,1636,971,3,0,3,1,5,12,0,1,0,0,0,0,0,0,4205.0,200500
1564,5925,1,3,6,100,60,3,3,3,3,600.0,0,2,600,368,1,0,2,1,3,6,0,1,0,0,0,0,0,0,1568.0,37900
1565,6718,1,8,5,9,9,4,3,5,3,1267.0,1,5,1312,0,2,0,2,1,4,5,0,1,0,0,0,0,0,0,2579.0,180500
1566,11855,1,7,5,10,10,3,3,5,3,1168.0,1,5,1168,1619,4,2,6,2,3,8,0,1,0,0,0,0,0,0,3955.0,269500
1567,12394,1,7,5,7,7,4,3,4,3,847.0,1,5,847,886,2,1,3,1,4,7,0,1,0,0,0,0,0,0,2580.0,225000
1568,7000,1,6,7,70,60,3,3,3,3,720.0,1,4,720,495,1,0,3,1,4,6,0,1,0,0,0,0,0,0,1935.0,141000
1569,10367,1,9,5,2,2,5,3,5,3,1739.0,1,5,1743,0,2,0,3,1,5,8,0,1,0,0,0,0,0,0,3482.0,335000
1570,15240,1,5,8,33,6,4,4,4,3,1026.0,1,5,1026,0,1,1,3,1,3,5,0,1,0,0,0,0,0,0,2052.0,150000
1571,50271,1,9,5,29,23,4,3,5,3,1842.0,1,4,1842,0,0,1,0,1,4,5,0,1,0,0,0,0,0,0,3684.0,385000
1572,13600,1,7,6,45,20,3,3,3,3,768.0,1,3,1186,800,2,1,3,1,3,7,0,1,0,0,0,0,0,0,2754.0,205000
1573,6762,1,7,5,4,4,4,3,4,3,1187.0,1,5,1208,0,2,0,2,1,4,6,0,1,0,0,0,0,0,0,2395.0,206000
1574,8500,1,7,5,6,6,4,3,4,3,1422.0,1,5,1422,0,2,0,3,1,4,7,0,1,0,0,0,0,0,0,2844.0,179600
1575,8877,1,4,5,59,59,3,3,2,2,836.0,1,3,1220,0,1,0,2,1,3,6,0,1,0,0,0,0,0,0,2056.0,102000
1576,15611,1,5,6,33,33,3,3,4,3,1126.0,1,3,1126,0,2,0,3,1,5,6,0,1,0,0,0,0,0,0,2252.0,175000
1577,13300,1,5,5,54,9,3,3,3,3,1015.0,1,4,1384,0,1,0,2,1,3,6,0,1,0,0,0,0,0,0,2399.0,159000
1578,6500,1,6,6,34,34,3,3,3,5,1127.0,1,3,1127,0,1,1,3,1,3,6,0,1,0,0,0,0,0,0,2254.0,135000
1579,9525,1,6,4,56,38,3,3,3,2,994.0,1,4,1216,639,2,0,4,1,3,7,0,1,0,0,0,0,0,0,2849.0,136900
1580,6993,1,5,7,49,16,3,3,3,3,912.0,1,3,1236,0,1,0,3,1,3,6,1,0,0,0,0,0,0,0,2148.0,135000
1581,9430,1,8,5,11,11,4,3,4,3,1252.0,1,5,1268,1097,2,1,3,1,4,8,0,1,0,0,0,0,0,0,3617.0,337000
1582,11029,1,6,7,42,26,3,3,3,3,1054.0,1,3,1512,1142,2,1,4,1,4,9,0,0,1,0,0,0,0,0,3708.0,250000
1583,14311,1,8,5,14,14,4,3,4,3,1236.0,1,5,1236,1104,2,1,4,1,4,9,0,1,0,0,0,0,0,0,3576.0,306000
1584,10800,1,5,5,23,22,3,4,4,4,1200.0,1,3,1200,0,3,0,3,1,3,5,0,1,0,0,0,0,0,0,2400.0,179000
1585,3604,1,7,5,3,3,4,3,4,3,689.0,1,5,703,689,2,0,2,1,4,5,0,1,0,0,0,0,0,0,2081.0,146000
1586,10320,1,6,5,95,60,3,3,3,2,1138.0,1,4,1138,1042,1,1,3,1,3,7,0,1,0,0,0,0,0,0,3318.0,161000
1587,10603,1,6,7,33,9,3,3,3,3,1610.0,1,4,1610,0,2,0,3,1,4,6,0,1,0,0,0,0,0,0,3220.0,205000
1588,4084,1,7,6,24,24,4,3,4,3,1277.0,1,4,1501,0,2,0,2,1,4,6,0,1,0,0,0,0,0,0,2778.0,241500
1589,7943,1,4,5,49,49,3,2,3,3,1029.0,1,4,1029,0,1,0,3,1,3,5,1,0,0,0,0,0,0,0,2058.0,118500
1590,6930,1,5,4,52,52,3,3,3,3,1062.0,1,5,1352,0,1,0,3,1,4,6,0,1,0,0,0,0,0,0,2414.0,130000
1591,7200,1,5,8,70,60,3,3,3,3,808.0,1,5,1072,0,1,0,2,1,3,5,0,1,0,0,0,0,0,0,1880.0,130000
1592,16052,1,10,5,4,4,5,3,5,3,1850.0,1,5,1850,848,2,1,4,1,5,11,0,1,0,0,0,0,0,0,4548.0,535000
1593,7150,1,5,6,48,48,3,3,3,3,912.0,1,4,912,0,1,0,3,1,3,6,1,0,0,0,0,0,0,0,1824.0,123000
1594,6012,1,4,5,55,55,3,2,0,0,0.0,1,3,1152,0,2,0,2,2,3,6,0,1,0,0,0,0,0,0,1152.0,82000
1595,5350,1,7,8,90,45,3,3,3,3,624.0,1,5,730,720,1,0,3,1,3,7,0,0,0,0,0,0,0,0,2074.0,132000
1596,5400,1,5,6,89,42,3,3,3,3,1073.0,1,5,1073,0,1,0,2,1,3,4,0,1,0,0,0,0,0,0,2146.0,108480
1597,9535,1,5,5,43,43,3,3,3,3,1176.0,1,3,1458,0,1,1,3,1,3,7,0,1,0,0,0,0,0,0,2634.0,165000
1598,7441,1,7,5,4,4,4,3,4,3,1461.0,1,5,1486,0,2,0,3,1,4,7,0,1,0,0,0,0,0,0,2947.0,181000
1599,15400,1,5,5,49,49,3,3,3,4,552.0,1,3,904,611,2,0,4,1,3,8,0,1,0,0,0,0,0,0,2067.0,165000
1600,10544,1,5,5,41,41,3,3,3,3,864.0,1,3,864,615,2,0,5,1,3,8,0,1,0,0,0,0,0,0,2343.0,161000
1601,10936,1,8,5,4,4,4,3,4,3,1504.0,1,5,1504,0,2,0,3,1,4,7,1,0,0,0,0,0,0,0,3008.0,199000
1602,11316,1,7,5,8,7,4,3,4,3,817.0,1,5,824,1070,2,1,4,1,4,8,0,1,0,0,0,0,0,0,2711.0,214900
1603,8640,1,8,5,4,4,4,3,4,3,1278.0,1,5,1278,0,2,0,2,1,4,5,0,1,0,0,0,0,0,0,2556.0,198600
1604,12090,1,8,5,12,12,4,3,4,3,1141.0,1,4,1165,1098,2,1,4,1,4,10,0,1,0,0,0,0,0,0,3404.0,258000
1605,7939,1,7,5,10,10,3,3,5,3,1168.0,1,5,1168,1619,4,2,6,2,3,8,1,0,0,0,0,0,0,0,3955.0,269500
1606,7750,1,7,5,8,8,4,3,4,3,707.0,1,5,707,707,2,1,3,1,4,6,0,0,0,0,0,1,0,0,2121.0,176000
1607,9350,1,6,7,46,19,3,3,4,3,1302.0,1,5,1302,0,2,0,3,1,4,7,0,1,0,0,0,0,0,0,2604.0,158000
1608,7750,1,8,5,8,8,4,3,4,3,408.0,1,5,779,640,2,1,3,1,4,7,0,1,0,0,0,0,0,0,1827.0,184100
1609,13001,1,6,5,39,39,3,3,3,3,1625.0,1,3,1220,0,2,0,2,1,3,6,0,0,0,1,0,0,0,0,2845.0,170000
1610,13607,1,6,6,24,24,3,4,3,3,572.0,1,4,1182,800,2,1,3,1,3,6,0,1,0,0,0,0,0,0,2554.0,208000
1611,4435,1,6,5,7,7,4,3,4,3,848.0,1,5,848,0,1,0,1,1,4,4,0,1,0,0,0,0,0,0,1696.0,140000
1612,3843,1,8,5,3,2,5,3,5,3,1596.0,1,5,1648,0,2,0,2,1,5,5,0,1,0,0,0,0,0,0,3244.0,230000
1613,5950,1,8,5,21,21,4,3,4,3,1337.0,1,4,1337,0,2,0,2,1,4,5,0,1,0,0,0,0,0,0,2674.0,188500
1614,12400,1,5,6,70,60,3,3,4,3,901.0,1,3,1125,592,1,1,2,1,3,7,0,1,0,0,0,0,0,0,2618.0,194000
1615,10425,1,5,5,54,52,3,3,3,3,1104.0,1,4,1104,0,1,0,3,1,3,5,0,1,0,0,0,0,0,0,2208.0,133000
1616,16269,1,5,5,32,32,3,3,4,3,907.0,1,3,907,0,1,0,3,1,3,5,0,1,0,0,0,0,0,0,1814.0,140000
1617,8998,1,7,5,10,10,4,3,4,3,782.0,1,5,782,870,2,1,3,1,4,6,0,1,0,0,0,0,0,0,2434.0,207500
1618,10400,1,6,7,43,13,3,3,3,3,932.0,1,4,1271,1369,2,1,5,1,4,8,0,0,1,0,0,0,0,0,3572.0,256900
1619,10134,1,5,6,70,60,3,3,3,3,735.0,1,4,735,299,1,0,2,1,3,5,0,1,0,0,0,0,0,0,1769.0,109000
1620,7007,1,5,5,31,31,3,3,0,0,0.0,1,3,1513,0,2,0,4,2,3,8,0,1,0,0,0,0,0,0,1513.0,113722
1621,11645,1,8,5,5,4,4,3,5,3,1498.0,1,5,1498,0,2,0,3,1,4,7,0,1,0,0,0,0,0,0,2996.0,237000
1622,8250,1,5,7,47,47,3,3,3,3,1053.0,1,4,1053,0,1,0,3,1,4,6,0,1,0,0,0,0,0,0,2106.0,142100
1623,11027,1,6,5,56,56,3,3,3,3,1178.0,1,4,1293,0,2,0,2,1,3,5,0,1,0,0,0,0,0,0,2471.0,149900
1624,12350,1,9,5,2,2,5,3,5,3,2020.0,1,5,2020,0,2,0,3,1,5,7,0,1,0,0,0,0,0,0,4040.0,404000
1625,18275,1,7,8,48,12,3,3,3,3,1438.0,1,3,1900,548,3,0,3,1,3,9,0,1,0,0,0,0,0,0,3886.0,277500
1626,9206,1,6,5,25,25,4,3,4,3,741.0,1,3,977,755,2,1,3,1,4,7,0,1,0,0,0,0,0,0,2473.0,178000
1627,6240,1,8,5,4,4,4,3,4,3,1324.0,1,5,1324,0,2,0,2,1,4,6,0,1,0,0,0,0,0,0,2648.0,254000
1628,9656,1,2,2,87,40,3,2,2,2,678.0,1,3,832,0,1,0,2,1,3,5,0,1,0,0,0,0,0,0,1510.0,12789
1629,7875,1,7,5,15,14,3,3,4,4,1237.0,1,4,1253,0,2,0,3,1,3,6,0,1,0,0,0,0,0,0,2490.0,176000
1630,16259,1,9,5,4,4,3,3,5,4,1249.0,1,5,1249,1347,3,1,4,1,4,9,0,1,0,0,0,0,0,0,3845.0,342643
1631,6173,1,5,6,43,43,3,3,3,3,876.0,1,3,902,0,1,0,3,1,3,6,0,1,0,0,0,0,0,0,1778.0,125500
1632,12890,1,6,5,21,21,3,3,4,3,1495.0,1,5,1495,0,2,0,3,1,3,8,0,1,0,0,0,0,0,0,2990.0,150000
1633,10440,1,8,5,3,3,5,3,4,3,1574.0,1,5,1584,0,2,0,2,1,5,6,0,1,0,0,0,0,0,0,3158.0,261329
1634,7500,1,7,5,6,5,3,3,4,3,1080.0,1,5,1080,0,1,0,3,1,4,6,0,1,0,0,0,0,0,0,2160.0,141000
1635,9532,1,4,6,57,57,3,3,3,3,1105.0,1,4,1647,0,1,0,3,1,3,6,0,1,0,0,0,0,0,0,2752.0,153000
1636,3922,1,7,5,4,3,4,3,5,3,1258.0,1,5,1258,0,2,0,2,1,4,6,0,1,0,0,0,0,0,0,2516.0,172500
1637,8730,1,6,7,95,7,3,3,3,3,698.0,1,5,698,698,1,0,3,1,3,7,0,0,0,0,0,1,0,0,2094.0,153575
1638,6060,1,5,9,80,3,4,3,3,3,837.0,1,5,1001,0,1,0,2,1,4,5,0,1,0,0,0,0,0,0,1838.0,124900
1639,14450,1,9,5,4,3,5,3,5,3,2121.0,1,5,2121,0,2,1,3,1,5,8,0,1,0,0,0,0,0,0,4242.0,415298
1640,5400,1,6,6,90,60,2,3,3,3,972.0,1,5,1044,0,1,0,3,1,3,6,0,1,0,0,0,0,0,0,2016.0,119000
1641,10000,1,8,5,4,4,4,3,4,4,1588.0,1,5,1588,0,2,0,3,1,4,7,0,1,0,0,0,0,0,0,3176.0,227000
1642,10007,1,5,7,51,4,4,3,3,3,1053.0,1,5,1053,0,1,1,3,1,4,5,0,1,0,0,0,0,0,0,2106.0,145500
1643,7830,1,3,5,89,60,3,3,2,3,492.0,1,3,492,0,1,0,1,1,3,3,0,1,0,0,0,0,0,0,984.0,61500
1644,11727,1,7,6,41,41,3,4,3,3,1851.0,1,4,1851,0,2,0,3,1,3,8,0,1,0,0,0,0,0,0,3702.0,192100
1645,10320,1,6,7,95,45,3,4,3,3,698.0,1,5,754,649,1,1,3,1,3,7,0,0,0,0,0,0,0,0,2101.0,116000
1646,10482,1,6,8,52,52,3,4,3,3,588.0,1,5,1138,0,1,0,3,1,3,6,0,1,0,0,0,0,0,0,1726.0,145000
1647,15274,1,9,5,7,7,4,3,5,3,2452.0,1,5,2452,0,2,0,3,1,5,10,0,1,0,0,0,0,0,0,4904.0,445000
1648,8800,1,5,7,33,2,3,3,4,3,1040.0,1,3,1040,0,2,0,3,1,4,5,0,1,0,0,0,0,0,0,2080.0,150500
1649,10000,1,6,5,17,16,3,3,4,3,763.0,1,4,763,892,2,1,3,1,3,7,0,1,0,0,0,0,0,0,2418.0,175900
1650,10140,1,6,6,36,36,3,3,3,3,1116.0,1,5,1116,0,2,0,3,1,3,6,0,1,0,0,0,0,0,0,2232.0,167900
1651,14054,1,7,5,4,4,4,3,4,3,879.0,1,5,879,984,2,1,4,1,4,9,0,1,0,0,0,0,0,0,2742.0,219210
1652,11218,1,6,5,18,18,4,3,4,3,1055.0,1,5,1055,790,2,1,3,1,4,8,0,1,0,0,0,0,0,0,2900.0,189000
1653,8856,1,5,4,53,53,3,3,3,3,1176.0,1,3,1176,0,1,0,3,1,3,6,0,1,0,0,0,0,0,0,2352.0,136500
1654,7800,1,5,7,44,2,3,3,3,3,864.0,1,5,892,0,1,0,3,1,4,5,0,1,0,0,0,0,0,0,1756.0,137900
1655,7200,1,5,4,100,4,3,3,3,3,1022.0,0,3,1022,0,1,0,2,1,3,4,0,1,0,0,0,0,0,0,2044.0,85000
1656,10680,1,5,3,59,59,3,3,3,2,2136.0,1,3,2136,0,2,0,4,1,3,7,0,1,0,0,0,0,0,0,4272.0,137900
1657,9535,1,6,5,12,12,3,3,4,3,926.0,1,5,926,678,2,1,3,1,3,7,0,1,0,0,0,0,0,0,2530.0,195500
1658,6858,1,6,4,95,60,3,3,4,3,806.0,1,3,841,806,1,1,4,1,2,6,0,1,0,0,0,0,0,0,2453.0,128000
1659,8100,1,5,8,49,3,3,4,3,3,864.0,1,5,864,0,1,0,3,1,4,5,1,0,0,0,0,0,0,0,1728.0,135000
1660,9216,1,5,6,35,35,3,3,3,3,1076.0,1,3,1076,0,1,1,3,1,3,5,0,1,0,0,0,0,0,0,2152.0,143195
1661,9100,1,5,6,80,50,3,3,3,3,742.0,1,3,779,0,1,0,2,1,3,4,0,0,0,0,0,1,0,0,1521.0,79500
1662,12774,1,7,5,7,6,4,3,4,3,835.0,1,5,835,828,2,1,3,1,4,8,0,1,0,0,0,0,0,0,2498.0,192500
1663,6000,1,5,7,60,40,3,5,3,3,768.0,1,3,768,560,1,1,3,1,3,6,0,1,0,0,0,0,0,0,2096.0,129500
1664,10364,1,6,5,15,14,3,3,4,3,806.0,1,4,806,766,2,1,3,1,3,7,0,1,0,0,0,0,0,0,2378.0,168000
1665,6000,1,6,5,71,60,3,3,3,3,739.0,1,5,874,468,2,0,2,2,3,7,0,1,0,0,0,0,0,0,2081.0,105000
1666,10530,1,6,5,39,39,3,3,3,3,981.0,1,3,981,0,1,1,3,1,3,5,0,1,0,0,0,0,0,0,1962.0,143250
1667,9525,1,5,6,15,4,3,3,4,3,1099.0,1,5,1099,0,1,1,3,1,4,6,0,1,0,0,0,0,0,0,2198.0,144000
1668,8880,1,7,5,16,8,4,3,4,3,948.0,1,5,1222,888,2,1,3,1,4,8,0,1,0,0,0,0,0,0,3058.0,205000
1669,8410,1,6,6,36,36,3,3,4,3,970.0,1,3,1026,0,1,0,2,1,3,5,0,1,0,0,0,0,0,0,1996.0,143000
1670,4385,1,9,5,9,9,4,3,5,3,1419.0,1,5,1419,0,1,1,2,1,5,5,0,1,0,0,0,0,0,0,2838.0,290000
1671,12919,1,9,5,1,0,5,3,5,3,2330.0,1,5,2364,0,2,1,2,1,5,11,0,1,0,0,0,0,0,0,4694.0,611657
1672,12464,1,5,5,14,14,3,4,4,3,1040.0,1,4,1040,0,1,0,3,1,4,6,0,1,0,0,0,0,0,0,2080.0,152000
1673,5005,1,8,5,18,18,4,3,4,3,1280.0,1,5,1280,0,2,0,2,1,4,5,0,1,0,0,0,0,0,0,2560.0,191500
1674,9591,1,8,5,6,5,4,3,5,3,1143.0,1,5,1143,1330,2,1,4,1,4,9,0,1,0,0,0,0,0,0,3616.0,317000
1675,6960,1,7,8,70,12,3,3,3,3,680.0,1,5,798,504,1,1,2,1,4,6,0,1,0,0,0,0,0,0,1982.0,165250
1676,9825,1,5,5,44,44,3,3,3,3,1092.0,1,3,1092,0,1,0,3,1,3,6,0,1,0,0,0,0,0,0,2184.0,123000
1677,14175,1,6,8,54,54,3,3,3,4,988.0,1,3,1188,0,1,0,1,1,3,4,0,0,1,0,0,0,0,0,2176.0,185000
1678,7400,1,7,6,48,48,3,3,3,3,1045.0,1,4,1045,0,1,0,3,1,3,6,0,0,0,0,0,0,0,0,2090.0,120000
1679,10738,1,6,7,44,44,3,3,3,3,1093.0,1,4,1093,0,2,0,3,1,3,6,0,1,0,0,0,0,0,0,2186.0,158500
1680,8366,1,6,5,6,6,4,3,4,3,798.0,1,5,798,842,2,1,3,1,4,6,0,1,0,0,0,0,0,0,2438.0,173000
1681,9842,1,4,5,48,48,3,3,0,0,0.0,1,3,1224,0,2,0,2,2,3,6,0,1,0,0,0,0,0,0,1224.0,101800
1682,7200,1,7,9,74,3,4,4,4,4,560.0,1,5,575,560,1,0,3,1,4,6,1,0,0,0,0,0,0,0,1695.0,155000
1683,10230,1,5,7,85,60,3,3,3,3,1054.0,1,5,1078,0,1,0,3,1,5,6,0,1,0,0,0,0,0,0,2132.0,125000
1684,8626,1,4,6,54,54,3,3,0,0,0.0,1,4,968,0,1,0,2,1,3,5,0,1,0,0,0,0,0,0,968.0,104500
1685,8834,1,9,5,6,5,4,3,5,3,1462.0,1,5,1462,762,2,1,4,1,5,10,0,1,0,0,0,0,0,0,3686.0,350000
1686,8544,1,3,4,60,60,3,3,0,0,0.0,1,4,1040,0,2,0,2,2,3,6,0,1,0,0,0,0,0,0,1040.0,93500
1687,9179,1,7,5,11,11,4,3,4,3,873.0,1,5,882,908,2,1,3,1,4,7,0,1,0,0,0,0,0,0,2663.0,193000
1688,11526,1,6,7,88,16,3,3,5,3,588.0,1,2,1423,748,2,0,3,1,3,11,0,1,0,0,0,0,0,0,2759.0,191000
1689,5684,1,6,8,80,5,3,3,3,3,813.0,1,5,813,0,1,0,2,1,4,5,0,1,0,0,0,0,0,0,1626.0,110000
1690,11885,1,8,5,9,9,4,3,4,3,1299.0,1,5,1299,573,2,1,3,1,5,7,0,1,0,0,0,0,0,0,3171.0,261500
1691,9600,1,5,6,54,54,3,3,3,3,1050.0,1,4,1050,0,1,0,2,1,3,5,0,1,0,0,0,0,0,0,2100.0,128900
1692,17242,1,9,5,17,16,4,4,5,3,1733.0,1,5,1933,1567,3,1,4,1,5,11,0,1,0,0,0,0,0,0,5233.0,584500
1693,10215,1,4,5,56,56,3,3,3,3,864.0,1,5,948,0,1,0,3,1,3,5,0,1,0,0,0,0,0,0,1812.0,111000
1694,8550,1,5,5,84,60,3,3,2,3,750.0,1,3,960,356,1,0,4,1,3,7,0,0,0,0,0,1,0,0,2066.0,90000
1695,18450,1,6,5,45,31,3,4,4,3,1021.0,1,3,1465,915,2,1,3,1,3,7,0,1,0,0,0,0,0,0,3401.0,129000
1696,14778,1,6,7,56,4,4,3,3,3,1296.0,1,5,1640,0,1,0,3,1,4,7,0,0,0,1,0,0,0,0,2936.0,224000
1697,3180,1,6,5,5,5,4,3,4,3,600.0,1,5,600,600,2,1,2,1,4,5,0,1,0,0,0,0,0,0,1800.0,165000
1698,3068,1,6,8,90,17,3,4,3,3,662.0,1,5,662,662,1,0,3,1,3,6,0,1,0,0,0,0,0,0,1986.0,122000
1699,8298,1,8,5,4,3,4,3,4,3,1546.0,1,5,1564,0,2,0,2,1,5,6,0,1,0,0,0,0,0,0,3110.0,267300
1700,13518,1,9,5,2,1,5,3,5,3,1926.0,1,5,1966,1174,3,1,4,1,5,11,0,1,0,0,0,0,0,0,5066.0,485000
1701,33120,1,6,5,48,48,3,3,3,3,1595.0,1,3,1611,875,2,0,5,1,3,8,0,0,0,0,0,1,0,0,4081.0,220000
1702,13142,1,6,5,13,13,3,3,4,3,864.0,1,5,872,899,2,1,3,1,4,6,0,0,0,1,0,0,0,0,2635.0,215700
1703,11362,1,8,5,6,5,4,3,5,3,1836.0,1,5,1836,0,2,0,3,1,4,7,0,1,0,0,0,0,0,0,3672.0,280000
1704,10845,1,8,5,7,6,4,3,4,3,1603.0,1,5,1575,0,2,0,2,1,4,7,0,1,0,0,0,0,0,0,3178.0,284000
1705,1936,1,4,6,40,40,3,3,4,3,630.0,1,4,630,0,1,0,1,1,3,3,0,1,0,0,0,0,0,0,1260.0,84500
1706,9760,1,6,7,47,26,3,3,3,3,1395.0,1,3,1395,0,1,0,2,1,3,7,0,1,0,0,0,0,0,0,2790.0,192000
1707,3960,1,7,8,80,60,3,3,3,3,502.0,1,3,502,502,1,0,2,1,4,5,0,1,0,0,0,0,0,0,1506.0,105000
1708,9100,1,7,5,6,5,4,3,4,3,1860.0,1,5,1836,0,2,0,3,1,4,8,0,1,0,0,0,0,0,0,3696.0,216837
1709,9600,1,5,6,50,50,2,2,3,3,1296.0,1,3,1496,0,2,0,3,1,4,6,0,1,0,0,0,0,0,0,2792.0,141500
1710,9764,1,5,7,43,7,3,3,3,3,894.0,1,5,894,0,1,0,3,1,4,5,1,0,0,0,0,0,0,0,1788.0,130000
1711,8430,1,5,5,32,32,3,3,4,3,1040.0,1,3,1040,0,2,0,3,1,3,5,0,1,0,0,0,0,0,0,2080.0,124000
1712,9060,1,5,6,87,11,3,3,4,3,859.0,1,5,942,886,2,0,3,1,4,6,0,1,0,0,0,0,0,0,2687.0,150909
1713,12778,1,5,6,58,7,3,3,3,3,1008.0,1,5,1008,0,1,0,2,1,3,4,0,1,0,0,0,0,0,0,2016.0,139500
1714,8172,1,4,5,55,55,3,3,3,3,864.0,1,3,864,0,1,0,3,1,3,5,0,1,0,0,0,0,0,0,1728.0,79275
1715,9037,1,8,5,4,4,4,3,4,3,1476.0,1,5,1484,0,2,0,2,1,5,6,0,1,0,0,0,0,0,0,2960.0,265900
1716,6292,1,6,5,80,60,3,3,4,3,768.0,1,3,790,0,1,0,2,1,3,4,0,1,0,0,0,0,0,0,1558.0,91000
1717,11900,1,5,6,33,33,3,3,4,3,1122.0,1,5,946,988,2,1,3,1,3,6,0,1,0,0,0,0,0,0,3056.0,185000
1718,7945,1,5,6,51,51,3,3,3,3,1150.0,1,5,1150,0,1,0,3,1,3,6,0,1,0,0,0,0,0,0,2300.0,141000
1719,16659,1,8,5,3,2,4,3,4,3,1582.0,1,5,1582,570,2,1,3,1,4,7,0,1,0,0,0,0,0,0,3734.0,260116
1720,9340,1,4,6,69,60,3,3,3,3,672.0,1,3,672,0,1,0,2,1,3,4,0,1,0,0,0,0,0,0,1344.0,113000
1721,11454,1,8,5,15,15,4,3,4,3,1401.0,1,5,1511,0,2,0,3,1,4,6,0,1,0,0,0,0,0,0,2912.0,225000
1722,8480,1,5,6,65,60,3,4,3,3,793.0,1,3,793,0,1,0,2,1,2,4,0,1,0,0,0,0,0,0,1586.0,113000
1723,6305,1,6,6,35,35,3,3,3,3,1008.0,1,3,1096,0,1,0,3,1,3,5,0,1,0,0,0,0,0,0,2104.0,125200
1724,9709,1,8,5,3,3,5,3,5,3,918.0,1,5,958,1142,2,1,3,1,5,8,0,1,0,0,0,0,0,0,3018.0,319500
1725,10930,1,5,6,65,60,3,3,3,3,913.0,1,3,1048,510,1,1,3,1,3,6,0,0,0,0,0,0,0,0,2471.0,140000
1726,50102,1,6,5,52,52,3,3,4,3,1632.0,1,3,1650,0,1,0,2,1,3,6,0,1,0,0,0,0,0,0,3282.0,250764
1727,8899,1,8,5,3,3,5,3,4,3,948.0,1,5,948,1140,2,1,4,1,4,10,0,1,0,0,0,0,0,0,3036.0,250000
1728,10237,1,6,5,5,4,4,3,4,3,768.0,1,5,768,768,2,1,3,1,4,6,0,0,0,0,0,1,0,0,2304.0,176000
1729,9736,1,6,6,53,41,3,3,3,3,1331.0,1,4,1721,0,1,0,4,1,3,8,1,0,0,0,0,0,0,0,3052.0,174850
