,lot_frontage,lot_area,street,utilities,overall_qual,overall_cond,year_built,year_remod/add,exter_qual,exter_cond,bsmt_qual,bsmt_cond,bsmt_exposure,total_bsmt_sf,heating,heating_qc,1st_flr_sf,2nd_flr_sf,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,garage_yr_blt,garage_area,garage_qual,garage_cond,pool_area,pool_qc,condition_1_Feedr,condition_1_Norm,condition_1_PosA,condition_1_PosN,condition_1_RRAe,condition_1_RRAn,condition_1_RRNe,condition_1_RRNn,bldg_type_2fmCon,bldg_type_Duplex,bldg_type_Twnhs,bldg_type_TwnhsE,paved_drive_P,paved_drive_Y,total_sf,overall_score,exter_score,bsmt_score,garage_score,saleprice
1576,0.0,15611,1,1,5,6,33,33,3,3,4,3,3,1126.0,1,3,1126,0,2,0,3,1,5,6,1977.0,540.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2252.0,30,9,12,9,175000
1577,70.0,13300,1,1,5,5,54,9,3,3,3,3,1,1015.0,1,4,1384,0,1,0,2,1,3,6,2001.0,896.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2399.0,25,9,9,9,159000
1578,65.0,6500,1,1,6,6,34,34,3,3,3,5,1,1127.0,1,3,1127,0,1,1,3,1,3,6,1991.0,480.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2254.0,36,9,15,9,135000
1579,75.0,9525,1,1,6,4,56,38,3,3,3,2,1,994.0,1,4,1216,639,2,0,4,1,3,7,1954.0,325.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2849.0,24,9,6,9,136900
1580,65.0,6993,1,1,5,7,49,16,3,3,3,3,1,912.0,1,3,1236,0,1,0,3,1,3,6,1961.0,288.0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2148.0,35,9,9,9,135000
1581,82.0,9430,1,1,8,5,11,11,4,3,4,3,2,1252.0,1,5,1268,1097,2,1,3,1,4,8,1999.0,856.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3617.0,40,12,12,9,337000
1582,0.0,11029,1,1,6,7,42,26,3,3,3,3,2,1054.0,1,3,1512,1142,2,1,4,1,4,9,1968.0,619.0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3708.0,42,9,9,9,250000
1583,0.0,14311,1,1,8,5,14,14,4,3,4,3,1,1236.0,1,5,1236,1104,2,1,4,1,4,9,1996.0,787.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3576.0,40,12,12,9,306000
1584,60.0,10800,1,1,5,5,23,22,3,4,4,4,4,1200.0,1,3,1200,0,3,0,3,1,3,5,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2400.0,25,12,16,0,179000
1585,34.0,3604,1,1,7,5,3,3,4,3,4,3,1,689.0,1,5,703,689,2,0,2,1,4,5,2007.0,540.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2081.0,35,12,12,9,146000
1586,60.0,10320,1,1,6,5,95,60,3,3,3,2,1,1138.0,1,4,1138,1042,1,1,3,1,3,7,2006.0,720.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3318.0,30,9,6,9,161000
1587,0.0,10603,1,1,6,7,33,9,3,3,3,3,2,1610.0,1,4,1610,0,2,0,3,1,4,6,1977.0,480.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3220.0,42,9,9,9,205000
1588,42.0,4084,1,1,7,6,24,24,4,3,4,3,3,1277.0,1,4,1501,0,2,0,2,1,4,6,1986.0,512.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2778.0,42,12,12,9,241500
1589,61.0,7943,1,1,4,5,49,49,3,2,3,3,2,1029.0,1,4,1029,0,1,0,3,1,3,5,1961.0,261.0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2058.0,20,6,9,9,118500
1590,92.0,6930,1,1,5,4,52,52,3,3,3,3,3,1062.0,1,5,1352,0,1,0,3,1,4,6,1958.0,288.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2414.0,20,9,9,9,130000
1591,60.0,7200,1,1,5,8,70,60,3,3,3,3,1,808.0,1,5,1072,0,1,0,2,1,3,5,1940.0,379.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1880.0,40,9,9,9,130000
1592,82.0,16052,1,1,10,5,4,4,5,3,5,3,1,1850.0,1,5,1850,848,2,1,4,1,5,11,2006.0,736.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4548.0,50,15,15,9,535000
1593,65.0,7150,1,1,5,6,48,48,3,3,3,3,1,912.0,1,4,912,0,1,0,3,1,3,6,1962.0,252.0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1824.0,30,9,9,9,123000
1594,65.0,6012,1,1,4,5,55,55,3,2,0,0,0,0.0,1,3,1152,0,2,0,2,2,3,6,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1152.0,20,6,0,0,82000
1595,53.0,5350,1,1,7,8,90,45,3,3,3,3,1,624.0,1,5,730,720,1,0,3,1,3,7,1935.0,288.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2074.0,56,9,9,9,132000
1596,60.0,5400,1,1,5,6,89,42,3,3,3,3,1,1073.0,1,5,1073,0,1,0,2,1,3,4,1968.0,326.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2146.0,30,9,9,9,108480
1597,0.0,9535,1,1,5,5,43,43,3,3,3,3,1,1176.0,1,3,1458,0,1,1,3,1,3,7,1967.0,512.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2634.0,25,9,9,9,165000
1598,65.0,7441,1,1,7,5,4,4,4,3,4,3,1,1461.0,1,5,1486,0,2,0,3,1,4,7,2006.0,566.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2947.0,35,12,12,9,181000
1599,88.0,15400,1,1,5,5,49,49,3,3,3,4,1,552.0,1,3,904,611,2,0,4,1,3,8,1961.0,384.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2067.0,25,9,12,9,165000
1600,68.0,10544,1,1,5,5,41,41,3,3,3,3,3,864.0,1,3,864,615,2,0,5,1,3,8,1969.0,275.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2343.0,25,9,9,9,161000
1601,85.0,10936,1,1,8,5,4,4,4,3,4,3,1,1504.0,1,5,1504,0,2,0,3,1,4,7,2006.0,510.0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3008.0,40,12,12,9,199000
1602,80.0,11316,1,1,7,5,8,7,4,3,4,3,1,817.0,1,5,824,1070,2,1,4,1,4,8,2002.0,510.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2711.0,35,12,12,9,214900
1603,72.0,8640,1,1,8,5,4,4,4,3,4,3,1,1278.0,1,5,1278,0,2,0,2,1,4,5,2006.0,584.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2556.0,40,12,12,9,198600
1604,93.0,12090,1,1,8,5,12,12,4,3,4,3,1,1141.0,1,4,1165,1098,2,1,4,1,4,10,1998.0,420.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3404.0,40,12,12,9,258000
1605,0.0,7939,1,1,7,5,10,10,3,3,5,3,1,1168.0,1,5,1168,1619,4,2,6,2,3,8,2000.0,820.0,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3955.0,35,9,15,9,269500
1606,0.0,7750,1,1,7,5,8,8,4,3,4,3,1,707.0,1,5,707,707,2,1,3,1,4,6,2002.0,403.0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2121.0,35,12,12,9,176000
1607,85.0,9350,1,1,6,7,46,19,3,3,4,3,4,1302.0,1,5,1302,0,2,0,3,1,4,7,1964.0,309.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2604.0,42,9,12,9,158000
1608,0.0,7750,1,1,8,5,8,8,4,3,4,3,1,408.0,1,5,779,640,2,1,3,1,4,7,2002.0,527.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1827.0,40,12,12,9,184100
1609,128.0,13001,1,1,6,5,39,39,3,3,3,3,2,1625.0,1,3,1220,0,2,0,2,1,3,6,1971.0,944.0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2845.0,30,9,9,9,170000
1610,0.0,13607,1,1,6,6,24,24,3,4,3,3,1,572.0,1,4,1182,800,2,1,3,1,3,6,1986.0,501.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2554.0,36,12,9,9,208000
1611,0.0,4435,1,1,6,5,7,7,4,3,4,3,3,848.0,1,5,848,0,1,0,1,1,4,4,2003.0,420.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1696.0,30,12,12,9,140000
1612,44.0,3843,1,1,8,5,3,2,5,3,5,3,4,1596.0,1,5,1648,0,2,0,2,1,5,5,2007.0,482.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3244.0,40,15,15,9,230000
1613,65.0,5950,1,1,8,5,21,21,4,3,4,3,4,1337.0,1,4,1337,0,2,0,2,1,4,5,1989.0,462.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2674.0,40,12,12,9,188500
1614,80.0,12400,1,1,5,6,70,60,3,3,4,3,2,901.0,1,3,1125,592,1,1,2,1,3,7,1940.0,410.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2618.0,30,9,12,9,194000
1615,75.0,10425,1,1,5,5,54,52,3,3,3,3,1,1104.0,1,4,1104,0,1,0,3,1,3,5,1956.0,384.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2208.0,25,9,9,9,133000
1616,0.0,16269,1,1,5,5,32,32,3,3,4,3,3,907.0,1,3,907,0,1,0,3,1,3,5,1978.0,343.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1814.0,25,9,12,9,140000
1617,68.0,8998,1,1,7,5,10,10,4,3,4,3,2,782.0,1,5,782,870,2,1,3,1,4,6,2000.0,532.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2434.0,35,12,12,9,207500
1618,80.0,10400,1,1,6,7,43,13,3,3,3,3,1,932.0,1,4,1271,1369,2,1,5,1,4,8,1967.0,515.0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3572.0,42,9,9,9,256900
1619,60.0,10134,1,1,5,6,70,60,3,3,3,3,1,735.0,1,4,735,299,1,0,2,1,3,5,1940.0,240.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1769.0,30,9,9,9,109000
1620,64.0,7007,1,1,5,5,31,31,3,3,0,0,0,0.0,1,3,1513,0,2,0,4,2,3,8,1979.0,400.0,3,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1513.0,25,9,0,9,113722
1621,78.0,11645,1,1,8,5,5,4,4,3,5,3,4,1498.0,1,5,1498,0,2,0,3,1,4,7,2005.0,844.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2996.0,40,12,15,9,237000
1622,60.0,8250,1,1,5,7,47,47,3,3,3,3,1,1053.0,1,4,1053,0,1,0,3,1,4,6,1994.0,692.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2106.0,35,9,9,9,142100
1623,0.0,11027,1,1,6,5,56,56,3,3,3,3,1,1178.0,1,4,1293,0,2,0,2,1,3,5,1954.0,452.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2471.0,30,9,9,9,149900
1624,95.0,12350,1,1,9,5,2,2,5,3,5,3,3,2020.0,1,5,2020,0,2,0,3,1,5,7,2008.0,896.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4040.0,45,15,15,9,404000
1625,0.0,18275,1,1,7,8,48,12,3,3,3,3,4,1438.0,1,3,1900,548,3,0,3,1,3,9,1962.0,441.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3886.0,56,9,9,9,277500
1626,77.0,9206,1,1,6,5,25,25,4,3,4,3,1,741.0,1,3,977,755,2,1,3,1,4,7,1985.0,476.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2473.0,30,12,12,9,178000
1627,48.0,6240,1,1,8,5,4,4,4,3,4,3,1,1324.0,1,5,1324,0,2,0,2,1,4,6,2006.0,550.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2648.0,40,12,12,9,254000
1628,68.0,9656,1,1,2,2,87,40,3,2,2,2,1,678.0,1,3,832,0,1,0,2,1,3,5,1928.0,780.0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1510.0,4,6,4,4,12789
1629,63.0,7875,1,1,7,5,15,14,3,3,4,4,1,1237.0,1,4,1253,0,2,0,3,1,3,6,1995.0,402.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2490.0,35,9,16,9,176000
1630,111.0,16259,1,1,9,5,4,4,3,3,5,4,3,1249.0,1,5,1249,1347,3,1,4,1,4,9,2006.0,840.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3845.0,45,9,20,9,342643
1631,0.0,6173,1,1,5,6,43,43,3,3,3,3,1,876.0,1,3,902,0,1,0,3,1,3,6,1967.0,288.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1778.0,30,9,9,9,125500
1632,75.0,12890,1,1,6,5,21,21,3,3,4,3,1,1495.0,1,5,1495,0,2,0,3,1,3,8,1989.0,438.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2990.0,30,9,12,9,150000
1633,84.0,10440,1,1,8,5,3,3,5,3,4,3,2,1574.0,1,5,1584,0,2,0,2,1,5,6,2007.0,594.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3158.0,40,15,12,9,261329
1634,63.0,7500,1,1,7,5,6,5,3,3,4,3,1,1080.0,1,5,1080,0,1,0,3,1,4,6,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2160.0,35,9,12,0,141000
1635,75.0,9532,1,1,4,6,57,57,3,3,3,3,1,1105.0,1,4,1647,0,1,0,3,1,3,6,1953.0,280.0,3,3,368,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2752.0,24,9,9,9,153000
1636,53.0,3922,1,1,7,5,4,3,4,3,5,3,3,1258.0,1,5,1258,0,2,0,2,1,4,6,2007.0,648.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2516.0,35,12,15,9,172500
1637,60.0,8730,1,1,6,7,95,7,3,3,3,3,1,698.0,1,5,698,698,1,0,3,1,3,7,2003.0,384.0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2094.0,42,9,9,9,153575
1638,60.0,6060,1,1,5,9,80,3,4,3,3,3,1,837.0,1,5,1001,0,1,0,2,1,4,5,1930.0,216.0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1838.0,45,12,9,3,124900
1639,107.0,14450,1,1,9,5,4,3,5,3,5,3,4,2121.0,1,5,2121,0,2,1,3,1,5,8,2007.0,732.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4242.0,45,15,15,9,415298
1640,60.0,5400,1,1,6,6,90,60,2,3,3,3,1,972.0,1,5,1044,0,1,0,3,1,3,6,1920.0,207.0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2016.0,36,6,9,6,119000
1641,85.0,10000,1,1,8,5,4,4,4,3,4,4,3,1588.0,1,5,1588,0,2,0,3,1,4,7,2006.0,825.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3176.0,40,12,16,9,227000
1642,72.0,10007,1,1,5,7,51,4,4,3,3,3,1,1053.0,1,5,1053,0,1,1,3,1,4,5,1959.0,312.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2106.0,35,12,9,9,145500
1643,52.0,7830,1,1,3,5,89,60,3,3,2,3,1,492.0,1,3,492,0,1,0,1,1,3,3,1921.0,200.0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,984.0,15,9,6,6,61500
1644,90.0,11727,1,1,7,6,41,41,3,4,3,3,2,1851.0,1,4,1851,0,2,0,3,1,3,8,1969.0,506.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3702.0,42,12,9,9,192100
1645,60.0,10320,1,1,6,7,95,45,3,4,3,3,1,698.0,1,5,754,649,1,1,3,1,3,7,1915.0,308.0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2101.0,42,12,9,9,116000
1646,65.0,10482,1,1,6,8,52,52,3,4,3,3,3,588.0,1,5,1138,0,1,0,3,1,3,6,1958.0,264.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1726.0,48,12,9,9,145000
1647,110.0,15274,1,1,9,5,7,7,4,3,5,3,1,2452.0,1,5,2452,0,2,0,3,1,5,10,2003.0,886.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4904.0,45,12,15,9,445000
1648,61.0,8800,1,1,5,7,33,2,3,3,4,3,2,1040.0,1,3,1040,0,2,0,3,1,4,5,1977.0,484.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2080.0,35,9,12,9,150500
1649,75.0,10000,1,1,6,5,17,16,3,3,4,3,1,763.0,1,4,763,892,2,1,3,1,3,7,1993.0,440.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2418.0,30,9,12,9,175900
1650,78.0,10140,1,1,6,6,36,36,3,3,3,3,1,1116.0,1,5,1116,0,2,0,3,1,3,6,1974.0,528.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2232.0,36,9,9,9,167900
1651,58.0,14054,1,1,7,5,4,4,4,3,4,3,3,879.0,1,5,879,984,2,1,4,1,4,9,2006.0,660.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2742.0,35,12,12,9,219210
1652,70.0,11218,1,1,6,5,18,18,4,3,4,3,1,1055.0,1,5,1055,790,2,1,3,1,4,8,1992.0,462.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2900.0,30,12,12,9,189000
1653,74.0,8856,1,1,5,4,53,53,3,3,3,3,1,1176.0,1,3,1176,0,1,0,3,1,3,6,1957.0,292.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2352.0,20,9,9,9,136500
1654,65.0,7800,1,1,5,7,44,2,3,3,3,3,2,864.0,1,5,892,0,1,0,3,1,4,5,1966.0,416.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1756.0,35,9,9,9,137900
1655,60.0,7200,1,1,5,4,100,4,3,3,3,3,1,1022.0,0,3,1022,0,1,0,2,1,3,4,1956.0,280.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2044.0,20,9,9,9,85000
1656,89.0,10680,1,1,5,3,59,59,3,3,3,2,1,2136.0,1,3,2136,0,2,0,4,1,3,7,1951.0,528.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4272.0,15,9,6,9,137900
1657,59.0,9535,1,1,6,5,12,12,3,3,4,3,4,926.0,1,5,926,678,2,1,3,1,3,7,1998.0,472.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2530.0,30,9,12,9,195500
1658,66.0,6858,1,1,6,4,95,60,3,3,4,3,1,806.0,1,3,841,806,1,1,4,1,2,6,1920.0,216.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2453.0,24,9,12,9,128000
1659,75.0,8100,1,1,5,8,49,3,3,4,3,3,1,864.0,1,5,864,0,1,0,3,1,4,5,1962.0,420.0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1728.0,40,12,9,9,135000
1660,0.0,9216,1,1,5,6,35,35,3,3,3,3,3,1076.0,1,3,1076,0,1,1,3,1,3,5,1985.0,576.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2152.0,30,9,9,9,143195
1661,50.0,9100,1,1,5,6,80,50,3,3,3,3,1,742.0,1,3,779,0,1,0,2,1,3,4,1988.0,308.0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1521.0,30,9,9,9,79500
1662,67.0,12774,1,1,7,5,7,6,4,3,4,3,3,835.0,1,5,835,828,2,1,3,1,4,8,2003.0,478.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2498.0,35,12,12,9,192500
1663,50.0,6000,1,1,5,7,60,40,3,5,3,3,1,768.0,1,3,768,560,1,1,3,1,3,6,1950.0,308.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2096.0,35,15,9,9,129500
1664,0.0,10364,1,1,6,5,15,14,3,3,4,3,1,806.0,1,4,806,766,2,1,3,1,3,7,1995.0,373.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2378.0,30,9,12,9,168000
1665,50.0,6000,1,1,6,5,71,60,3,3,3,3,1,739.0,1,5,874,468,2,0,2,2,3,7,1939.0,240.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2081.0,30,9,9,9,105000
1666,0.0,10530,1,1,6,5,39,39,3,3,3,3,1,981.0,1,3,981,0,1,1,3,1,3,5,1979.0,576.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1962.0,30,9,9,9,143250
1667,75.0,9525,1,1,5,6,15,4,3,3,4,3,1,1099.0,1,5,1099,0,1,1,3,1,4,6,1999.0,352.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2198.0,30,9,12,9,144000
1668,0.0,8880,1,1,7,5,16,8,4,3,4,3,1,948.0,1,5,1222,888,2,1,3,1,4,8,1994.0,463.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3058.0,35,12,12,9,205000
1669,82.0,8410,1,1,6,6,36,36,3,3,4,3,3,970.0,1,3,1026,0,1,0,2,1,3,5,1974.0,528.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1996.0,36,9,12,9,143000
1670,42.0,4385,1,1,9,5,9,9,4,3,5,3,3,1419.0,1,5,1419,0,1,1,2,1,5,5,2001.0,588.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2838.0,45,12,15,9,290000
1671,100.0,12919,1,1,9,5,1,0,5,3,5,3,4,2330.0,1,5,2364,0,2,1,2,1,5,11,2009.0,820.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4694.0,45,15,15,9,611657
1672,82.0,12464,1,1,5,5,14,14,3,4,4,3,1,1040.0,1,4,1040,0,1,0,3,1,4,6,2000.0,576.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2080.0,25,12,12,9,152000
1673,43.0,5005,1,1,8,5,18,18,4,3,4,3,1,1280.0,1,5,1280,0,2,0,2,1,4,5,1992.0,506.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2560.0,40,12,12,9,191500
1674,76.0,9591,1,1,8,5,6,5,4,3,5,3,3,1143.0,1,5,1143,1330,2,1,4,1,4,9,2004.0,852.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3616.0,40,12,15,9,317000
1675,70.0,6960,1,1,7,8,70,12,3,3,3,3,1,680.0,1,5,798,504,1,1,2,1,4,6,1940.0,224.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1982.0,56,9,9,9,165250
1676,75.0,9825,1,1,5,5,44,44,3,3,3,3,1,1092.0,1,3,1092,0,1,0,3,1,3,6,1966.0,264.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2184.0,25,9,9,9,123000
1677,88.0,14175,1,1,6,8,54,54,3,3,3,4,4,988.0,1,3,1188,0,1,0,1,1,3,4,1956.0,621.0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2176.0,48,9,12,9,185000
1678,74.0,7400,1,1,7,6,48,48,3,3,3,3,1,1045.0,1,4,1045,0,1,0,3,1,3,6,1962.0,528.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2090.0,42,9,9,9,120000
1679,88.0,10738,1,1,6,7,44,44,3,3,3,3,1,1093.0,1,4,1093,0,2,0,3,1,3,6,1966.0,484.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2186.0,42,9,9,9,158500
1680,65.0,8366,1,1,6,5,6,6,4,3,4,3,1,798.0,1,5,798,842,2,1,3,1,4,6,2004.0,520.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2438.0,30,12,12,9,173000
1681,70.0,9842,1,1,4,5,48,48,3,3,0,0,0,0.0,1,3,1224,0,2,0,2,2,3,6,1962.0,462.0,3,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1224.0,20,9,0,9,101800
1682,60.0,7200,1,1,7,9,74,3,4,4,4,4,1,560.0,1,5,575,560,1,0,3,1,4,6,1971.0,576.0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1695.0,63,16,16,9,155000
1683,60.0,10230,1,1,5,7,85,60,3,3,3,3,1,1054.0,1,5,1078,0,1,0,3,1,5,6,1987.0,264.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2132.0,35,9,9,9,125000
1684,52.0,8626,1,1,4,6,54,54,3,3,0,0,0,0.0,1,4,968,0,1,0,2,1,3,5,1956.0,331.0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,968.0,24,9,0,6,104500
1685,74.0,8834,1,1,9,5,6,5,4,3,5,3,1,1462.0,1,5,1462,762,2,1,4,1,5,10,2004.0,738.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3686.0,45,12,15,9,350000
1686,60.0,8544,1,1,3,4,60,60,3,3,0,0,0,0.0,1,4,1040,0,2,0,2,2,3,6,1949.0,400.0,3,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1040.0,12,9,0,9,93500
1687,68.0,9179,1,1,7,5,11,11,4,3,4,3,1,873.0,1,5,882,908,2,1,3,1,4,7,1999.0,588.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2663.0,35,12,12,9,193000
1688,79.0,11526,1,1,6,7,88,16,3,3,5,3,1,588.0,1,2,1423,748,2,0,3,1,3,11,1993.0,672.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2759.0,42,9,15,9,191000
1689,70.0,5684,1,1,6,8,80,5,3,3,3,3,1,813.0,1,5,813,0,1,0,2,1,4,5,1932.0,270.0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1626.0,48,9,9,4,110000
1690,0.0,11885,1,1,8,5,9,9,4,3,4,3,3,1299.0,1,5,1299,573,2,1,3,1,5,7,2001.0,531.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3171.0,40,12,12,9,261500
