,overall_qual,gr_liv_area,garage_area,garage_cars,total_bsmt_sf,1st_flr_sf,year_built,year_remod/add,garage_yr_blt,mas_vnr_area,totrms_abvgrd,fireplaces,bsmtfin_sf_1,lot_frontage,open_porch_sf,wood_deck_sf,lot_area,bsmt_full_bath,half_bath,2nd_flr_sf,full_bath_1,full_bath_2,full_bath_3,full_bath_4,total_sf_dom,lot_minus_total,saleprice
1526,5,1360,572.0,2.0,384.0,1360,55,55,1962.0,0.0,6,1,384.0,60.0,50,0,7134,0.0,0,0,1,0,0,0,1744.0,5390.0,130000
1527,6,1525,440.0,2.0,756.0,769,10,10,2000.0,456.0,5,1,436.0,0.0,0,0,2117,0.0,1,756,0,1,0,0,1961.0,156.0,177000
1528,5,1200,0.0,0.0,780.0,780,80,60,0.0,0.0,7,0,0.0,58.0,0,0,8155,0.0,0,420,1,0,0,0,1200.0,6955.0,119000
1529,7,1073,246.0,1.0,1073.0,1073,6,6,2004.0,0.0,4,0,510.0,50.0,120,0,5500,1.0,0,0,0,1,0,0,1583.0,3917.0,157000
1530,5,1159,336.0,1.0,1051.0,1159,42,42,1968.0,188.0,7,1,673.0,0.0,0,466,11553,0.0,1,0,1,0,0,0,1832.0,9721.0,158000
1531,4,1540,352.0,1.0,1190.0,1040,55,55,2002.0,0.0,7,0,150.0,55.0,0,0,7150,1.0,0,500,1,0,0,0,1690.0,5460.0,115000
1532,5,894,308.0,1.0,894.0,894,33,33,1979.0,0.0,5,0,138.0,64.0,0,192,6285,1.0,0,0,1,0,0,0,1032.0,5253.0,120750
1533,7,1674,663.0,2.0,814.0,814,10,10,2000.0,0.0,7,0,533.0,0.0,96,0,7500,1.0,1,860,0,1,0,0,2207.0,5293.0,216000
1534,4,1092,286.0,1.0,546.0,546,40,40,1970.0,80.0,6,0,0.0,21.0,0,0,2001,0.0,1,546,1,0,0,0,1092.0,909.0,75000
1535,6,1430,484.0,2.0,1430.0,1430,36,36,1974.0,144.0,6,2,800.0,95.0,108,117,19508,0.0,0,0,0,1,0,0,2230.0,17278.0,192000
1536,6,1040,616.0,2.0,960.0,1040,32,32,1979.0,200.0,6,1,794.0,0.0,0,131,7176,1.0,0,0,1,0,0,0,1834.0,5342.0,160500
1537,7,1494,840.0,3.0,1494.0,1494,4,3,2006.0,306.0,7,1,0.0,91.0,33,160,10652,0.0,0,0,0,1,0,0,1494.0,9158.0,279500
1538,5,1075,440.0,2.0,981.0,1075,47,47,1996.0,0.0,6,0,784.0,0.0,0,64,11235,1.0,0,0,1,0,0,0,1859.0,9376.0,148000
1539,5,992,294.0,1.0,992.0,992,43,5,1967.0,0.0,6,0,758.0,68.0,0,204,10265,1.0,0,0,1,0,0,0,1750.0,8515.0,145000
1540,8,2520,796.0,3.0,1338.0,1352,17,17,1993.0,0.0,10,1,1012.0,0.0,55,209,14541,1.0,1,1168,0,1,0,0,3532.0,11009.0,310000
1541,6,1146,294.0,1.0,1083.0,1146,47,47,1963.0,379.0,6,1,580.0,83.0,75,345,10184,0.0,0,0,1,0,0,0,1726.0,8458.0,165000
1542,8,2448,711.0,3.0,1629.0,1686,16,5,1994.0,528.0,8,1,1361.0,52.0,76,517,46589,1.0,1,762,0,1,0,0,3809.0,42780.0,402000
1543,7,1958,936.0,3.0,1026.0,1026,5,5,2005.0,0.0,9,1,0.0,85.0,210,154,10625,0.0,1,932,0,1,0,0,1958.0,8667.0,250000
1544,4,630,0.0,0.0,630.0,630,40,40,0.0,0.0,3,0,522.0,21.0,0,0,1470,1.0,0,0,1,0,0,0,1152.0,318.0,73000
1545,5,1792,0.0,0.0,896.0,896,36,36,0.0,0.0,8,0,0.0,60.0,45,32,9000,0.0,2,896,0,1,0,0,1792.0,7208.0,136000
1546,9,1565,556.0,2.0,1560.0,1565,5,5,2005.0,278.0,6,1,472.0,48.0,56,196,5911,1.0,0,0,0,1,0,0,2037.0,3874.0,282500
1547,8,1595,880.0,3.0,1595.0,1595,5,4,2005.0,226.0,6,1,0.0,73.0,0,144,8987,0.0,0,0,0,1,0,0,1595.0,7392.0,221500
1548,4,1680,628.0,2.0,1680.0,1680,15,14,1996.0,0.0,7,0,0.0,0.0,0,152,17871,0.0,0,0,0,1,0,0,1680.0,16191.0,170000
1549,6,1040,480.0,2.0,1040.0,1040,43,43,1967.0,0.0,6,1,872.0,77.0,0,0,11500,1.0,0,0,1,0,0,0,1912.0,9588.0,163000
1550,8,2531,752.0,3.0,1318.0,1328,15,15,1995.0,513.0,9,1,56.0,65.0,98,222,12257,0.0,1,1203,0,1,0,0,2587.0,9670.0,290000
1551,8,2538,933.0,3.0,1325.0,1335,14,13,1996.0,526.0,8,1,1225.0,82.0,92,198,9044,0.0,1,1203,0,1,0,0,3763.0,5281.0,330000
1552,6,987,264.0,1.0,483.0,483,37,37,1973.0,504.0,5,0,254.0,21.0,0,0,1680,1.0,1,504,1,0,0,0,1241.0,439.0,111000
1553,6,1755,530.0,2.0,840.0,840,11,11,1999.0,148.0,7,1,639.0,45.0,73,176,9468,1.0,1,915,0,1,0,0,2394.0,7074.0,214000
1554,5,1152,636.0,2.0,1152.0,1152,57,57,1971.0,84.0,6,0,500.0,102.0,0,0,9373,0.0,1,0,1,0,0,0,1652.0,7721.0,137500
1555,7,1884,581.0,2.0,926.0,1016,7,7,2003.0,0.0,7,1,622.0,70.0,35,0,7000,1.0,1,868,0,1,0,0,2506.0,4494.0,240900
1556,7,1923,564.0,2.0,750.0,1061,18,18,1992.0,0.0,8,1,674.0,107.0,39,240,10186,1.0,1,862,0,1,0,0,2597.0,7589.0,190000
1557,7,1611,1231.0,3.0,1569.0,1611,8,8,2002.0,0.0,6,0,1234.0,90.0,93,262,11664,1.0,0,0,0,1,0,0,2845.0,8819.0,250000
1558,5,1437,528.0,2.0,1437.0,1437,34,6,1976.0,0.0,6,1,1157.0,90.0,21,0,10768,1.0,0,0,0,1,0,0,2594.0,8174.0,218000
1559,7,2075,473.0,2.0,1148.0,1091,17,17,1993.0,194.0,8,1,819.0,78.0,86,235,10530,1.0,1,984,0,1,0,0,2894.0,7636.0,255000
1560,7,1670,690.0,3.0,1670.0,1670,4,4,2006.0,27.0,7,1,0.0,50.0,60,144,14859,0.0,0,0,0,1,0,0,1670.0,13189.0,240000
1561,8,2140,894.0,3.0,2140.0,2140,4,3,2006.0,0.0,8,0,0.0,93.0,32,136,10481,0.0,1,0,0,1,0,0,2140.0,8341.0,360000
1562,5,1265,502.0,2.0,1219.0,1265,45,11,1965.0,0.0,6,1,633.0,85.0,92,0,9350,0.0,0,0,0,1,0,0,1898.0,7452.0,179900
1563,5,3086,0.0,0.0,1598.0,1636,64,16,0.0,0.0,12,1,152.0,138.0,0,122,18030,0.0,0,971,0,0,1,0,3238.0,14792.0,200500
1564,3,968,0.0,0.0,600.0,600,100,60,0.0,0.0,6,0,0.0,50.0,0,0,5925,0.0,0,368,1,0,0,0,968.0,4957.0,37900
1565,8,1312,471.0,2.0,1267.0,1312,9,9,2001.0,86.0,5,0,250.0,0.0,28,256,6718,0.0,0,0,0,1,0,0,1562.0,5156.0,180500
1566,7,2787,820.0,4.0,1168.0,1168,10,10,2000.0,23.0,8,2,820.0,0.0,0,312,11855,2.0,2,1619,0,0,0,1,3607.0,8248.0,269500
1567,7,1733,433.0,2.0,847.0,847,7,7,2003.0,0.0,7,1,0.0,0.0,48,100,12394,0.0,1,886,0,1,0,0,1733.0,10661.0,225000
1568,6,1215,720.0,2.0,720.0,720,70,60,1965.0,0.0,6,0,375.0,50.0,0,0,7000,0.0,0,495,1,0,0,0,1590.0,5410.0,141000
1569,9,1743,927.0,3.0,1739.0,1743,2,2,2008.0,284.0,8,1,1015.0,87.0,45,168,10367,1.0,0,0,0,1,0,0,2758.0,7609.0,335000
1570,5,1026,308.0,1.0,1026.0,1026,33,6,1977.0,0.0,5,0,198.0,38.0,85,316,15240,1.0,1,0,1,0,0,0,1224.0,14016.0,150000
1571,9,1842,894.0,3.0,1842.0,1842,29,23,1981.0,0.0,5,1,1810.0,68.0,72,857,50271,2.0,1,0,0,0,0,0,3652.0,46619.0,385000
1572,7,1986,486.0,2.0,768.0,1186,45,20,1965.0,176.0,7,3,454.0,85.0,42,0,13600,0.0,1,800,0,1,0,0,2440.0,11160.0,205000
1573,7,1208,632.0,2.0,1187.0,1208,4,4,2006.0,24.0,6,0,686.0,64.0,61,105,6762,1.0,0,0,0,1,0,0,1894.0,4868.0,206000
1574,7,1422,626.0,2.0,1422.0,1422,6,6,2004.0,106.0,7,0,0.0,63.0,60,192,8500,0.0,0,0,0,1,0,0,1422.0,7078.0,179600
1575,4,1220,396.0,2.0,836.0,1220,59,59,1951.0,0.0,6,0,836.0,67.0,0,0,8877,0.0,0,0,1,0,0,0,2056.0,6821.0,102000
1576,5,1126,540.0,2.0,1126.0,1126,33,33,1977.0,0.0,6,0,767.0,0.0,0,180,15611,0.0,0,0,0,1,0,0,1893.0,13718.0,175000
1577,5,1384,896.0,2.0,1015.0,1384,54,9,2001.0,0.0,6,0,494.0,70.0,0,75,13300,1.0,0,0,1,0,0,0,1878.0,11422.0,159000
1578,6,1127,480.0,2.0,1127.0,1127,34,34,1991.0,84.0,6,1,1033.0,65.0,0,0,6500,0.0,1,0,1,0,0,0,2160.0,4340.0,135000
1579,6,1855,325.0,1.0,994.0,1216,56,38,1954.0,0.0,7,0,444.0,75.0,0,182,9525,0.0,0,639,0,1,0,0,2299.0,7226.0,136900
1580,5,1236,288.0,1.0,912.0,1236,49,16,1961.0,0.0,6,1,465.0,65.0,0,0,6993,0.0,0,0,1,0,0,0,1701.0,5292.0,135000
1581,8,2365,856.0,3.0,1252.0,1268,11,11,1999.0,673.0,8,1,1163.0,82.0,128,0,9430,1.0,1,1097,0,1,0,0,3528.0,5902.0,337000
1582,6,2654,619.0,2.0,1054.0,1512,42,26,1968.0,220.0,9,1,619.0,0.0,65,0,11029,1.0,1,1142,0,1,0,0,3273.0,7756.0,250000
1583,8,2340,787.0,3.0,1236.0,1236,14,14,1996.0,402.0,9,1,1023.0,0.0,180,192,14311,1.0,1,1104,0,1,0,0,3363.0,10948.0,306000
1584,5,1200,0.0,0.0,1200.0,1200,23,22,0.0,0.0,5,0,1200.0,60.0,0,120,10800,3.0,0,0,0,0,1,0,2400.0,8400.0,179000
1585,7,1392,540.0,2.0,689.0,703,3,3,2007.0,0.0,5,0,0.0,34.0,102,0,3604,0.0,0,689,0,1,0,0,1392.0,2212.0,146000
1586,6,2180,720.0,2.0,1138.0,1138,95,60,2006.0,0.0,7,1,375.0,60.0,0,0,10320,0.0,1,1042,1,0,0,0,2555.0,7765.0,161000
1587,6,1610,480.0,2.0,1610.0,1610,33,9,1977.0,28.0,6,2,1200.0,0.0,68,168,10603,1.0,0,0,0,1,0,0,2810.0,7793.0,205000
1588,7,1501,512.0,2.0,1277.0,1501,24,24,1986.0,340.0,6,1,893.0,42.0,0,240,4084,1.0,0,0,0,1,0,0,2394.0,1690.0,241500
1589,4,1029,261.0,1.0,1029.0,1029,49,49,1961.0,192.0,5,0,903.0,61.0,0,64,7943,1.0,0,0,1,0,0,0,1932.0,6011.0,118500
1590,5,1352,288.0,1.0,1062.0,1352,52,52,1958.0,120.0,6,0,300.0,92.0,0,168,6930,0.0,0,0,1,0,0,0,1652.0,5278.0,130000
1591,5,1072,379.0,2.0,808.0,1072,70,60,1940.0,279.0,5,2,0.0,60.0,0,0,7200,0.0,0,0,1,0,0,0,1072.0,6128.0,130000
1592,10,2698,736.0,3.0,1850.0,1850,4,4,2006.0,734.0,11,1,1206.0,82.0,0,250,16052,1.0,1,848,0,1,0,0,3904.0,12148.0,535000
1593,5,912,252.0,1.0,912.0,912,48,48,1962.0,60.0,6,0,140.0,65.0,0,0,7150,0.0,0,0,1,0,0,0,1052.0,6098.0,123000
1594,4,1152,0.0,0.0,0.0,1152,55,55,0.0,0.0,6,0,0.0,65.0,0,0,6012,0.0,0,0,0,1,0,0,1152.0,4860.0,82000
1595,7,1450,288.0,1.0,624.0,730,90,45,1935.0,0.0,7,0,116.0,53.0,192,0,5350,0.0,0,720,1,0,0,0,1566.0,3784.0,132000
1596,5,1073,326.0,1.0,1073.0,1073,89,42,1968.0,0.0,4,0,0.0,60.0,0,0,5400,0.0,0,0,1,0,0,0,1073.0,4327.0,108480
1597,5,1458,512.0,2.0,1176.0,1458,43,43,1967.0,450.0,7,1,194.0,0.0,0,284,9535,1.0,1,0,1,0,0,0,1652.0,7883.0,165000
1598,7,1486,566.0,2.0,1461.0,1486,4,4,2006.0,170.0,7,0,0.0,65.0,32,0,7441,0.0,0,0,0,1,0,0,1486.0,5955.0,181000
1599,5,1774,384.0,1.0,552.0,904,49,49,1961.0,0.0,8,1,0.0,88.0,40,290,15400,0.0,0,611,0,1,0,0,1774.0,13626.0,165000
1600,5,1479,275.0,1.0,864.0,864,41,41,1969.0,0.0,8,0,476.0,68.0,0,287,10544,0.0,0,615,0,1,0,0,1955.0,8589.0,161000
1601,8,1504,510.0,2.0,1504.0,1504,4,4,2006.0,60.0,7,0,0.0,85.0,0,144,10936,0.0,0,0,0,1,0,0,1504.0,9432.0,199000
1602,7,1894,510.0,2.0,817.0,824,8,7,2002.0,44.0,8,1,624.0,80.0,40,0,11316,1.0,1,1070,0,1,0,0,2518.0,8798.0,214900
1603,8,1278,584.0,2.0,1278.0,1278,4,4,2006.0,0.0,5,0,24.0,72.0,60,0,8640,0.0,0,0,0,1,0,0,1302.0,7338.0,198600
1604,8,2263,420.0,2.0,1141.0,1165,12,12,1998.0,650.0,10,1,0.0,93.0,123,144,12090,0.0,1,1098,0,1,0,0,2263.0,9827.0,258000
1605,7,2787,820.0,4.0,1168.0,1168,10,10,2000.0,23.0,8,2,820.0,0.0,0,312,7939,2.0,2,1619,0,0,0,1,3607.0,4332.0,269500
1606,7,1414,403.0,2.0,707.0,707,8,8,2002.0,0.0,6,1,0.0,0.0,35,100,7750,0.0,1,707,0,1,0,0,1414.0,6336.0,176000
1607,6,1302,309.0,1.0,1302.0,1302,46,19,1964.0,108.0,7,0,270.0,85.0,0,333,9350,0.0,0,0,0,1,0,0,1572.0,7778.0,158000
1608,8,1419,527.0,2.0,408.0,779,8,8,2002.0,0.0,7,1,353.0,0.0,0,120,7750,1.0,1,640,0,1,0,0,1772.0,5978.0,184100
1609,6,1220,944.0,2.0,1625.0,1220,39,39,1971.0,176.0,6,1,492.0,128.0,0,0,13001,0.0,0,0,0,1,0,0,1712.0,11289.0,170000
1610,6,1982,501.0,2.0,572.0,1182,24,24,1986.0,242.0,6,1,454.0,0.0,112,400,13607,1.0,1,800,0,1,0,0,2436.0,11171.0,208000
1611,6,848,420.0,2.0,848.0,848,7,7,2003.0,170.0,4,0,685.0,0.0,0,140,4435,1.0,0,0,1,0,0,0,1533.0,2902.0,140000
1612,8,1648,482.0,2.0,1596.0,1648,3,2,2007.0,174.0,5,1,1476.0,44.0,53,162,3843,1.0,0,0,0,1,0,0,3124.0,719.0,230000
1613,8,1337,462.0,2.0,1337.0,1337,21,21,1989.0,0.0,5,1,319.0,65.0,73,0,5950,1.0,0,0,0,1,0,0,1656.0,4294.0,188500
1614,5,1717,410.0,1.0,901.0,1125,70,60,1940.0,0.0,7,1,602.0,80.0,0,0,12400,0.0,1,592,1,0,0,0,2319.0,10081.0,194000
1615,5,1104,384.0,1.0,1104.0,1104,54,52,1956.0,0.0,5,0,774.0,75.0,0,0,10425,1.0,0,0,1,0,0,0,1878.0,8547.0,133000
1616,5,907,343.0,1.0,907.0,907,32,32,1978.0,76.0,5,0,625.0,0.0,0,72,16269,0.0,0,0,1,0,0,0,1532.0,14737.0,140000
1617,7,1652,532.0,2.0,782.0,782,10,10,2000.0,120.0,6,0,527.0,68.0,70,0,8998,0.0,1,870,0,1,0,0,2179.0,6819.0,207500
1618,6,2640,515.0,2.0,932.0,1271,43,13,1967.0,256.0,8,1,0.0,80.0,120,0,10400,0.0,1,1369,0,1,0,0,2640.0,7760.0,256900
1619,5,1034,240.0,1.0,735.0,735,70,60,1940.0,0.0,5,0,0.0,60.0,39,0,10134,0.0,0,299,1,0,0,0,1034.0,9100.0,109000
1620,5,1513,400.0,2.0,0.0,1513,31,31,1979.0,0.0,8,0,0.0,64.0,0,0,7007,0.0,0,0,0,1,0,0,1513.0,5494.0,113722
1621,8,1498,844.0,3.0,1498.0,1498,5,4,2005.0,76.0,7,1,24.0,78.0,98,144,11645,0.0,0,0,0,1,0,0,1522.0,10123.0,237000
1622,5,1053,692.0,2.0,1053.0,1053,47,47,1994.0,0.0,6,0,288.0,60.0,0,240,8250,1.0,0,0,1,0,0,0,1341.0,6909.0,142100
1623,6,1293,452.0,2.0,1178.0,1293,56,56,1954.0,28.0,5,0,468.0,0.0,0,280,11027,1.0,0,0,0,1,0,0,1761.0,9266.0,149900
1624,9,2020,896.0,3.0,2020.0,2020,2,2,2008.0,450.0,7,1,1232.0,95.0,98,192,12350,1.0,0,0,0,1,0,0,3252.0,9098.0,404000
1625,7,2448,441.0,2.0,1438.0,1900,48,12,1962.0,0.0,9,2,636.0,0.0,102,520,18275,1.0,0,548,0,0,1,0,3084.0,15191.0,277500
1626,6,1732,476.0,2.0,741.0,977,25,25,1985.0,336.0,7,1,0.0,77.0,46,192,9206,0.0,1,755,0,1,0,0,1732.0,7474.0,178000
1627,8,1324,550.0,2.0,1324.0,1324,4,4,2006.0,176.0,6,1,863.0,48.0,38,192,6240,1.0,0,0,0,1,0,0,2187.0,4053.0,254000
1628,2,832,780.0,2.0,678.0,832,87,40,1928.0,0.0,5,1,0.0,68.0,0,0,9656,0.0,0,0,1,0,0,0,832.0,8824.0,12789
1629,7,1253,402.0,2.0,1237.0,1253,15,14,1995.0,38.0,6,1,0.0,63.0,21,220,7875,0.0,0,0,0,1,0,0,1253.0,6622.0,176000
1630,9,2596,840.0,3.0,1249.0,1249,4,4,2006.0,370.0,9,0,0.0,111.0,154,240,16259,0.0,1,1347,0,0,1,0,2596.0,13663.0,342643
1631,5,902,288.0,1.0,876.0,902,43,43,1967.0,75.0,6,0,599.0,0.0,0,0,6173,0.0,0,0,1,0,0,0,1501.0,4672.0,125500
1632,6,1495,438.0,2.0,1495.0,1495,21,21,1989.0,128.0,8,1,0.0,75.0,0,252,12890,0.0,0,0,0,1,0,0,1495.0,11395.0,150000
1633,8,1584,594.0,2.0,1574.0,1584,3,3,2007.0,0.0,6,1,0.0,84.0,256,0,10440,0.0,0,0,0,1,0,0,1584.0,8856.0,261329
1634,7,1080,0.0,0.0,1080.0,1080,6,5,0.0,120.0,6,0,680.0,63.0,0,0,7500,1.0,0,0,1,0,0,0,1760.0,5740.0,141000
1635,4,1647,280.0,1.0,1105.0,1647,57,57,1953.0,0.0,6,1,595.0,75.0,0,225,9532,1.0,0,0,1,0,0,0,2242.0,7290.0,153000
1636,7,1258,648.0,3.0,1258.0,1258,4,3,2007.0,72.0,6,1,0.0,53.0,16,144,3922,0.0,0,0,0,1,0,0,1258.0,2664.0,172500
1637,6,1396,384.0,1.0,698.0,698,95,7,2003.0,0.0,7,0,0.0,60.0,0,0,8730,0.0,0,698,1,0,0,0,1396.0,7334.0,153575
1638,5,1001,216.0,1.0,837.0,1001,80,3,1930.0,0.0,5,0,737.0,60.0,0,154,6060,0.0,0,0,1,0,0,0,1738.0,4322.0,124900
1639,9,2121,732.0,3.0,2121.0,2121,4,3,2007.0,315.0,8,1,0.0,107.0,98,124,14450,0.0,1,0,0,1,0,0,2121.0,12329.0,415298
1640,6,1480,207.0,1.0,972.0,1044,90,60,1920.0,0.0,6,0,0.0,60.0,0,0,5400,0.0,0,0,1,0,0,0,1480.0,3920.0,119000
1641,8,1588,825.0,3.0,1588.0,1588,4,4,2006.0,410.0,7,1,0.0,85.0,45,144,10000,0.0,0,0,0,1,0,0,1588.0,8412.0,227000
1642,5,1053,312.0,1.0,1053.0,1053,51,4,1959.0,54.0,5,0,806.0,72.0,0,0,10007,1.0,1,0,1,0,0,0,1859.0,8148.0,145500
1643,3,492,200.0,1.0,492.0,492,89,60,1921.0,0.0,3,0,416.0,52.0,0,0,7830,1.0,0,0,1,0,0,0,908.0,6922.0,61500
1644,7,1851,506.0,2.0,1851.0,1851,41,41,1969.0,434.0,8,1,0.0,90.0,146,0,11727,0.0,0,0,0,1,0,0,1851.0,9876.0,192100
1645,6,1403,308.0,1.0,698.0,754,95,45,1915.0,0.0,7,0,276.0,60.0,0,0,10320,1.0,1,649,1,0,0,0,1679.0,8641.0,116000
1646,6,1138,264.0,1.0,588.0,1138,52,52,1958.0,63.0,6,0,507.0,65.0,0,224,10482,0.0,0,0,1,0,0,0,1645.0,8837.0,145000
1647,9,2452,886.0,3.0,2452.0,2452,7,7,2003.0,724.0,10,1,1972.0,110.0,116,0,15274,2.0,0,0,0,1,0,0,4424.0,10850.0,445000
1648,5,1040,484.0,2.0,1040.0,1040,33,2,1977.0,0.0,5,0,532.0,61.0,0,0,8800,0.0,0,0,0,1,0,0,1572.0,7228.0,150500
1649,6,1655,440.0,2.0,763.0,763,17,16,1993.0,0.0,7,1,0.0,75.0,84,157,10000,0.0,1,892,0,1,0,0,1655.0,8345.0,175900
1650,6,1116,528.0,2.0,1116.0,1116,36,36,1974.0,196.0,6,1,888.0,78.0,0,0,10140,1.0,0,0,0,1,0,0,2004.0,8136.0,167900
1651,7,1863,660.0,3.0,879.0,879,4,4,2006.0,0.0,9,1,0.0,58.0,17,100,14054,0.0,1,984,0,1,0,0,1863.0,12191.0,219210
1652,6,1845,462.0,2.0,1055.0,1055,18,18,1992.0,0.0,8,1,0.0,70.0,104,635,11218,0.0,1,790,0,1,0,0,1845.0,9373.0,189000
1653,5,1176,292.0,1.0,1176.0,1176,53,53,1957.0,143.0,6,2,621.0,74.0,88,0,8856,1.0,0,0,1,0,0,0,1797.0,7059.0,136500
1654,5,892,416.0,1.0,864.0,892,44,2,1966.0,47.0,5,0,240.0,65.0,0,0,7800,1.0,0,0,1,0,0,0,1132.0,6668.0,137900
1655,5,1022,280.0,1.0,1022.0,1022,100,4,1956.0,0.0,4,0,247.0,60.0,30,0,7200,1.0,0,0,1,0,0,0,1269.0,5931.0,85000
1656,5,2136,528.0,2.0,2136.0,2136,59,59,1951.0,44.0,7,0,756.0,89.0,30,0,10680,0.0,0,0,0,1,0,0,2892.0,7788.0,137900
1657,6,1604,472.0,2.0,926.0,926,12,12,1998.0,0.0,7,0,851.0,59.0,82,100,9535,0.0,1,678,0,1,0,0,2455.0,7080.0,195500
1658,6,1647,216.0,1.0,806.0,841,95,60,1920.0,0.0,6,0,0.0,66.0,66,0,6858,1.0,1,806,1,0,0,0,1647.0,5211.0,128000
1659,5,864,420.0,1.0,864.0,864,49,3,1962.0,0.0,5,1,764.0,75.0,0,132,8100,1.0,0,0,1,0,0,0,1628.0,6472.0,135000
1660,5,1076,576.0,2.0,1076.0,1076,35,35,1985.0,176.0,5,1,294.0,0.0,0,0,9216,0.0,1,0,1,0,0,0,1370.0,7846.0,143195
1661,5,935,308.0,1.0,742.0,779,80,50,1988.0,0.0,4,0,0.0,50.0,0,0,9100,0.0,0,0,1,0,0,0,935.0,8165.0,79500
1662,7,1663,478.0,2.0,835.0,835,7,6,2003.0,95.0,8,0,0.0,67.0,68,168,12774,0.0,1,828,0,1,0,0,1663.0,11111.0,192500
1663,5,1328,308.0,1.0,768.0,768,60,40,1950.0,0.0,6,0,384.0,50.0,12,0,6000,0.0,1,560,1,0,0,0,1712.0,4288.0,129500
1664,6,1572,373.0,2.0,806.0,806,15,14,1995.0,0.0,7,1,0.0,0.0,40,0,10364,0.0,1,766,0,1,0,0,1572.0,8792.0,168000
1665,6,1342,240.0,1.0,739.0,874,71,60,1939.0,0.0,7,1,264.0,50.0,0,0,6000,0.0,0,468,0,1,0,0,1606.0,4394.0,105000
1666,6,981,576.0,2.0,981.0,981,39,39,1979.0,0.0,5,0,282.0,0.0,312,0,10530,1.0,1,0,1,0,0,0,1263.0,9267.0,143250
1667,5,1099,352.0,1.0,1099.0,1099,15,4,1999.0,0.0,6,0,0.0,75.0,0,278,9525,0.0,1,0,1,0,0,0,1099.0,8426.0,144000
1668,7,2110,463.0,2.0,948.0,1222,16,8,1994.0,0.0,8,2,695.0,0.0,130,0,8880,1.0,1,888,0,1,0,0,2805.0,6075.0,205000
1669,6,1026,528.0,2.0,970.0,1026,36,36,1974.0,0.0,5,1,924.0,82.0,0,193,8410,1.0,0,0,1,0,0,0,1950.0,6460.0,143000
1670,9,1419,588.0,2.0,1419.0,1419,9,9,2001.0,0.0,5,1,964.0,42.0,58,155,4385,1.0,1,0,1,0,0,0,2383.0,2002.0,290000
1671,9,2364,820.0,3.0,2330.0,2364,1,0,2009.0,760.0,11,2,2188.0,100.0,67,0,12919,1.0,1,0,0,1,0,0,4552.0,8367.0,611657
1672,5,1040,576.0,2.0,1040.0,1040,14,14,2000.0,0.0,6,0,732.0,82.0,0,168,12464,1.0,0,0,1,0,0,0,1772.0,10692.0,152000
1673,8,1280,506.0,2.0,1280.0,1280,18,18,1992.0,0.0,5,0,263.0,43.0,82,0,5005,0.0,0,0,0,1,0,0,1543.0,3462.0,191500
1674,8,2473,852.0,3.0,1143.0,1143,6,5,2004.0,344.0,9,1,0.0,76.0,151,192,9591,0.0,1,1330,0,1,0,0,2473.0,7118.0,317000
1675,7,1302,224.0,1.0,680.0,798,70,12,1940.0,0.0,6,2,258.0,70.0,0,0,6960,0.0,1,504,1,0,0,0,1560.0,5400.0,165250
1676,5,1092,264.0,1.0,1092.0,1092,44,44,1966.0,0.0,6,0,609.0,75.0,0,259,9825,0.0,0,0,1,0,0,0,1701.0,8124.0,123000
1677,6,1188,621.0,2.0,988.0,1188,54,54,1956.0,0.0,4,1,776.0,88.0,89,102,14175,1.0,0,0,1,0,0,0,1964.0,12211.0,185000
1678,7,1045,528.0,2.0,1045.0,1045,48,48,1962.0,0.0,6,0,809.0,74.0,0,0,7400,1.0,0,0,1,0,0,0,1854.0,5546.0,120000
1679,6,1093,484.0,2.0,1093.0,1093,44,44,1966.0,0.0,6,1,792.0,88.0,0,224,10738,1.0,0,0,0,1,0,0,1885.0,8853.0,158500
1680,6,1640,520.0,2.0,798.0,798,6,6,2004.0,0.0,6,0,0.0,65.0,45,138,8366,0.0,1,842,0,1,0,0,1640.0,6726.0,173000
1681,4,1224,462.0,2.0,0.0,1224,48,48,1962.0,0.0,6,0,0.0,70.0,0,0,9842,0.0,0,0,0,1,0,0,1224.0,8618.0,101800
1682,7,1135,576.0,2.0,560.0,575,74,3,1971.0,0.0,6,0,350.0,60.0,0,256,7200,1.0,0,560,1,0,0,0,1485.0,5715.0,155000
1683,5,1078,264.0,1.0,1054.0,1078,85,60,1987.0,0.0,6,0,0.0,60.0,0,0,10230,0.0,0,0,1,0,0,0,1078.0,9152.0,125000
1684,4,968,331.0,1.0,0.0,968,54,54,1956.0,1.0,5,0,0.0,52.0,0,0,8626,0.0,0,0,1,0,0,0,968.0,7658.0,104500
1685,9,2224,738.0,3.0,1462.0,1462,6,5,2004.0,216.0,10,1,1170.0,74.0,0,184,8834,1.0,1,762,0,1,0,0,3394.0,5440.0,350000
1686,3,1040,400.0,2.0,0.0,1040,60,60,1949.0,0.0,6,0,0.0,60.0,0,0,8544,0.0,0,0,0,1,0,0,1040.0,7504.0,93500
1687,7,1790,588.0,2.0,873.0,882,11,11,1999.0,158.0,7,0,633.0,68.0,88,0,9179,1.0,1,908,0,1,0,0,2423.0,6756.0,193000
1688,6,2555,672.0,2.0,588.0,1423,88,16,1993.0,0.0,11,1,0.0,79.0,0,431,11526,0.0,0,748,0,1,0,0,2555.0,8971.0,191000
